timestamp_ms,target_x,target_y,target_z,real_x,real_y,real_z,error,base_deg,shoulder_deg,elbow_deg,stretch_shoulder,stretch_elbow,torque_shoulder,torque_elbow,torque_base,limit_shoulder,limit_elbow,limit_base,inertia_torque
675,20.0,4.859,13.876,20.004,4.823,14.114,0.2411,13.56,73.45,-115.38,0.0195,0.2833,0.27,3.96,1.42,50.4,50.4,12.6,-0.21
676,20.0,4.869,13.864,20.004,4.832,14.103,0.2412,13.58,73.43,-115.38,0.0192,0.2837,0.27,3.96,1.42,50.4,50.4,12.6,-0.21
677,20.0,4.878,13.853,20.004,4.841,14.091,0.2412,13.6,73.41,-115.38,0.019,0.2841,0.26,3.97,1.42,50.4,50.4,12.6,-0.2
678,20.0,4.887,13.841,20.004,4.85,14.079,0.2413,13.62,73.37,-115.38,0.0187,0.2844,0.26,3.97,1.42,50.4,50.4,12.6,-0.2
679,20.0,4.896,13.829,20.005,4.859,14.066,0.2394,13.65,73.34,-115.38,0.0244,0.2848,0.34,3.98,1.45,50.4,50.4,12.6,-0.2
680,20.0,4.906,13.818,20.005,4.868,14.055,0.24,13.67,73.3,-115.38,0.0228,0.2852,0.32,3.98,1.46,50.4,50.4,12.6,-0.2
681,20.0,4.915,13.806,20.004,4.878,14.045,0.2418,13.71,73.28,-115.4,0.0174,0.2856,0.24,3.99,1.42,50.4,50.4,12.6,-0.2
682,20.0,4.924,13.795,20.004,4.887,14.034,0.2425,13.73,73.26,-115.4,0.0151,0.286,0.21,3.99,1.42,50.4,50.4,12.6,-0.2
683,20.0,4.934,13.783,20.004,4.897,14.023,0.2423,13.75,73.23,-115.4,0.0153,0.2863,0.21,4.0,1.42,50.4,50.4,12.6,-0.2
684,20.0,4.943,13.771,20.004,4.906,14.011,0.2423,13.78,73.19,-115.4,0.015,0.2867,0.21,4.0,1.42,50.4,50.4,12.6,-0.2
685,20.0,4.952,13.76,20.004,4.915,13.999,0.2423,13.8,73.17,-115.4,0.0147,0.2871,0.21,4.01,1.42,50.4,50.4,12.6,-0.2
686,20.0,4.961,13.748,20.004,4.925,13.988,0.2423,13.82,73.12,-115.4,0.0145,0.2874,0.2,4.01,1.42,50.4,50.4,12.6,-0.2
687,20.0,4.971,13.737,20.005,4.934,13.975,0.2415,13.86,73.1,-115.4,0.0166,0.2878,0.23,4.02,1.42,50.4,50.4,12.6,-0.2
688,20.0,4.98,13.725,20.005,4.943,13.964,0.2417,13.89,73.08,-115.42,0.0159,0.2882,0.22,4.02,1.42,50.4,50.4,12.6,-0.2
689,20.0,4.989,13.713,20.005,4.952,13.952,0.2417,13.91,73.04,-115.42,0.0157,0.2885,0.22,4.03,1.42,50.4,50.4,12.6,-0.2
690,20.0,4.998,13.702,20.005,4.962,13.941,0.2417,13.93,73.02,-115.42,0.0154,0.2889,0.22,4.03,1.41,50.4,50.4,12.6,-0.2
691,20.0,5.008,13.69,20.005,4.971,13.929,0.2418,13.95,72.97,-115.42,0.0151,0.2893,0.21,4.04,1.41,50.4,50.4,12.6,-0.2
692,20.0,5.017,13.679,20.005,4.98,13.918,0.2418,13.97,72.95,-115.42,0.0149,0.2896,0.21,4.04,1.41,50.4,50.4,12.6,-0.2
693,20.0,5.026,13.667,20.005,4.99,13.906,0.2419,14.0,72.93,-115.42,0.0146,0.29,0.2,4.05,1.41,50.4,50.4,12.6,-0.2
694,20.0,5.036,13.655,20.005,4.999,13.895,0.2419,14.04,72.88,-115.42,0.0143,0.2904,0.2,4.05,1.41,50.4,50.4,12.6,-0.2
695,20.0,5.045,13.644,20.005,5.008,13.883,0.242,14.06,72.86,-115.44,0.0141,0.2907,0.2,4.06,1.41,50.4,50.4,12.6,-0.2
696,20.0,5.054,13.632,20.005,5.017,13.87,0.2411,14.08,72.82,-115.44,0.0166,0.2911,0.23,4.06,1.42,50.4,50.4,12.6,-0.2
697,20.0,5.063,13.621,20.006,5.026,13.857,0.2394,14.11,72.8,-115.44,0.0219,0.2915,0.31,4.07,1.45,50.4,50.4,12.6,-0.19
698,20.0,5.073,13.609,20.005,5.035,13.848,0.2416,14.13,72.77,-115.44,0.0156,0.2919,0.22,4.08,1.44,50.4,50.4,12.6,-0.19
699,20.0,5.082,13.597,20.005,5.045,13.838,0.2431,14.15,72.73,-115.44,0.0109,0.2923,0.15,4.08,1.41,50.4,50.4,12.6,-0.2
700,20.0,5.091,13.586,20.005,5.055,13.826,0.2432,14.17,72.71,-115.44,0.0105,0.2926,0.15,4.09,1.41,50.4,50.4,12.6,-0.2
701,20.0,5.1,13.574,20.005,5.064,13.815,0.2431,14.19,72.69,-115.44,0.0104,0.293,0.15,4.09,1.41,50.4,50.4,12.6,-0.2
702,20.0,5.11,13.563,20.005,5.073,13.803,0.2431,14.24,72.64,-115.44,0.0101,0.2934,0.14,4.1,1.41,50.4,50.4,12.6,-0.2
703,20.0,5.119,13.551,20.005,5.082,13.791,0.2431,14.26,72.62,-115.47,0.0099,0.2937,0.14,4.1,1.41,50.4,50.4,12.6,-0.2
704,20.0,5.128,13.539,20.005,5.092,13.78,0.2431,14.28,72.58,-115.47,0.0096,0.2941,0.13,4.11,1.41,50.4,50.4,12.6,-0.2
705,20.0,5.137,13.528,20.005,5.101,13.768,0.2427,14.3,72.55,-115.47,0.0104,0.2945,0.15,4.11,1.41,50.4,50.4,12.6,-0.2
706,20.0,5.147,13.516,20.005,5.11,13.756,0.2423,14.33,72.51,-115.47,0.0114,0.2948,0.16,4.12,1.41,50.4,50.4,12.6,-0.2
707,20.0,5.156,13.505,20.005,5.12,13.744,0.2424,14.35,72.49,-115.47,0.0109,0.2952,0.15,4.12,1.41,50.4,50.4,12.6,-0.2
708,20.0,5.165,13.493,20.005,5.129,13.733,0.2425,14.37,72.47,-115.47,0.0107,0.2956,0.15,4.13,1.41,50.4,50.4,12.6,-0.2
709,20.0,5.175,13.481,20.005,5.138,13.721,0.2425,14.41,72.42,-115.47,0.0104,0.2959,0.15,4.13,1.41,50.4,50.4,12.6,-0.19
710,20.0,5.184,13.47,20.005,5.147,13.71,0.2426,14.44,72.4,-115.47,0.0101,0.2963,0.14,4.14,1.41,50.4,50.4,12.6,-0.19
711,20.0,5.193,13.458,20.005,5.157,13.698,0.2426,14.46,72.36,-115.49,0.0099,0.2967,0.14,4.14,1.41,50.4,50.4,12.6,-0.19
712,20.0,5.202,13.447,20.005,5.166,13.687,0.2427,14.48,72.33,-115.49,0.0096,0.297,0.13,4.15,1.41,50.4,50.4,12.6,-0.19
713,20.0,5.212,13.435,20.005,5.175,13.675,0.2427,14.5,72.31,-115.49,0.0094,0.2974,0.13,4.15,1.41,50.4,50.4,12.6,-0.19
714,20.0,5.221,13.423,20.006,5.184,13.661,0.2408,14.52,72.27,-115.49,0.0151,0.2978,0.21,4.16,1.43,50.4,50.4,12.6,-0.19
715,20.0,5.23,13.412,20.006,5.193,13.65,0.2409,14.55,72.25,-115.49,0.0152,0.2982,0.21,4.16,1.45,50.4,50.4,12.6,-0.18
716,20.0,5.239,13.4,20.006,5.203,13.64,0.2428,14.57,72.2,-115.49,0.0096,0.2986,0.13,4.17,1.42,50.4,50.4,12.6,-0.19
717,20.0,5.249,13.389,20.005,5.212,13.63,0.2441,14.61,72.18,-115.49,0.0056,0.2989,0.08,4.17,1.4,50.4,50.4,12.6,-0.19
718,20.0,5.258,13.377,20.005,5.222,13.618,0.2438,14.63,72.16,-115.49,0.006,0.2993,0.08,4.18,1.4,50.4,50.4,12.6,-0.19
719,20.0,5.267,13.365,20.005,5.231,13.607,0.2438,14.66,72.11,-115.49,0.0058,0.2997,0.08,4.18,1.4,50.4,50.4,12.6,-0.19
720,20.0,5.277,13.354,20.005,5.24,13.595,0.2438,14.68,72.09,-115.49,0.0055,0.3,0.08,4.19,1.4,50.4,50.4,12.6,-0.19
721,20.0,5.286,13.342,20.005,5.249,13.583,0.2438,14.7,72.05,-115.51,0.0053,0.3004,0.07,4.19,1.4,50.4,50.4,12.6,-0.19
722,20.0,5.295,13.331,20.005,5.259,13.572,0.2438,14.72,72.03,-115.51,0.005,0.3008,0.07,4.2,1.4,50.4,50.4,12.6,-0.19
723,20.0,5.304,13.319,20.006,5.268,13.559,0.243,14.74,71.98,-115.51,0.0071,0.3011,0.1,4.2,1.4,50.4,50.4,12.6,-0.19
724,20.0,5.314,13.307,20.006,5.277,13.548,0.2431,14.79,71.96,-115.51,0.0067,0.3015,0.09,4.21,1.4,50.4,50.4,12.6,-0.19
725,20.0,5.323,13.296,20.006,5.287,13.536,0.2432,14.81,71.94,-115.51,0.0064,0.3019,0.09,4.21,1.4,50.4,50.4,12.6,-0.19
726,20.0,5.332,13.284,20.006,5.296,13.525,0.2432,14.83,71.89,-115.51,0.0062,0.3022,0.09,4.22,1.4,50.4,50.4,12.6,-0.19
727,20.0,5.341,13.273,20.006,5.305,13.513,0.2432,14.85,71.87,-115.51,0.0059,0.3026,0.08,4.23,1.4,50.4,50.4,12.6,-0.19
728,20.0,5.351,13.261,20.006,5.315,13.502,0.2433,14.88,71.83,-115.51,0.0057,0.303,0.08,4.23,1.4,50.4,50.4,12.6,-0.19
729,20.0,5.36,13.249,20.006,5.324,13.49,0.2433,14.9,71.81,-115.51,0.0054,0.3033,0.08,4.24,1.4,50.4,50.4,12.6,-0.19
730,20.0,5.369,13.238,20.006,5.333,13.478,0.2434,14.92,71.78,-115.51,0.0052,0.3037,0.07,4.24,1.4,50.4,50.4,12.6,-0.19
731,20.0,5.379,13.226,20.006,5.342,13.467,0.2434,14.94,71.74,-115.51,0.005,0.3041,0.07,4.25,1.4,50.4,50.4,12.6,-0.19
732,20.0,5.388,13.215,20.007,5.351,13.453,0.2416,14.96,71.7,-115.51,0.0108,0.3045,0.15,4.25,1.44,50.4,50.4,12.6,-0.18
733,20.0,5.397,13.203,20.007,5.36,13.442,0.2414,15.01,71.67,-115.51,0.0114,0.3049,0.16,4.26,1.44,50.4,50.4,12.6,-0.18
734,20.0,5.406,13.191,20.006,5.37,13.432,0.2433,15.03,71.65,-115.53,0.0057,0.3052,0.08,4.26,1.4,50.4,50.4,12.6,-0.19
735,20.0,5.416,13.18,20.006,5.379,13.422,0.2449,15.05,71.63,-115.53,0.0011,0.3056,0.02,4.27,1.4,50.4,50.4,12.6,-0.19
736,20.0,5.425,13.168,20.006,5.389,13.41,0.2446,15.07,71.59,-115.53,0.0016,0.306,0.02,4.27,1.4,50.4,50.4,12.6,-0.19
737,20.0,5.434,13.157,20.006,5.398,13.399,0.2446,15.1,71.56,-115.53,0.0014,0.3063,0.02,4.28,1.4,50.4,50.4,12.6,-0.19
738,20.0,5.443,13.145,20.006,5.407,13.387,0.2446,15.12,71.52,-115.53,0.0011,0.3067,0.02,4.28,1.39,50.4,50.4,12.6,-0.19
739,20.0,5.453,13.133,20.006,5.417,13.375,0.2446,15.14,71.5,-115.53,0.0009,0.3071,0.01,4.29,1.39,50.4,50.4,12.6,-0.18
740,20.0,5.462,13.122,20.006,5.426,13.364,0.2446,15.18,71.46,-115.53,0.0007,0.3074,0.01,4.29,1.39,50.4,50.4,12.6,-0.18
741,20.0,5.471,13.11,20.006,5.435,13.352,0.2441,15.21,71.43,-115.53,0.0017,0.3078,0.02,4.3,1.39,50.4,50.4,12.6,-0.18
742,20.0,5.481,13.099,20.006,5.445,13.34,0.2438,15.23,71.39,-115.53,0.0025,0.3082,0.04,4.3,1.39,50.4,50.4,12.6,-0.18
743,20.0,5.49,13.087,20.006,5.454,13.328,0.2439,15.25,71.37,-115.53,0.0021,0.3085,0.03,4.31,1.39,50.4,50.4,12.6,-0.18
744,20.0,5.499,13.075,20.006,5.463,13.317,0.2439,15.27,71.32,-115.53,0.0019,0.3089,0.03,4.31,1.39,50.4,50.4,12.6,-0.18
745,20.0,5.508,13.064,20.006,5.472,13.305,0.244,15.29,71.3,-115.53,0.0016,0.3093,0.02,4.32,1.39,50.4,50.4,12.6,-0.18
746,20.0,5.518,13.052,20.006,5.482,13.294,0.244,15.31,71.28,-115.53,0.0014,0.3096,0.02,4.32,1.39,50.4,50.4,12.6,-0.18
747,20.0,5.527,13.041,20.006,5.491,13.282,0.244,15.34,71.24,-115.53,0.0012,0.31,0.02,4.33,1.39,50.4,50.4,12.6,-0.18
748,20.0,5.536,13.029,20.007,5.5,13.27,0.2441,15.38,71.21,-115.53,0.0009,0.3104,0.01,4.33,1.39,50.4,50.4,12.6,-0.18
749,20.0,5.545,13.017,20.007,5.509,13.257,0.2422,15.4,71.17,-115.53,0.0067,0.3107,0.09,4.34,1.41,50.4,50.4,12.6,-0.18
750,20.0,5.555,13.006,20.008,5.518,13.245,0.2417,15.42,71.13,-115.53,0.0085,0.3111,0.12,4.34,1.43,50.4,50.4,12.6,-0.17
751,20.0,5.564,12.994,20.007,5.527,13.235,0.2438,15.45,71.1,-115.55,0.0026,0.3115,0.04,4.35,1.42,50.4,50.4,12.6,-0.17
752,20.0,5.573,12.983,20.006,5.537,13.225,0.2453,15.47,71.08,-115.55,-0.0021,0.3119,-0.03,4.35,1.39,50.4,50.4,12.6,-0.18
753,20.0,5.583,12.971,20.006,5.547,13.214,0.2454,15.49,71.06,-115.55,-0.0025,0.3123,-0.03,4.36,1.39,50.4,50.4,12.6,-0.18
754,20.0,5.592,12.959,20.007,5.556,13.202,0.2453,15.51,71.02,-115.55,-0.0026,0.3126,-0.04,4.37,1.39,50.4,50.4,12.6,-0.18
755,20.0,5.601,12.948,20.007,5.565,13.19,0.2453,15.53,70.99,-115.55,-0.0028,0.313,-0.04,4.37,1.39,50.4,50.4,12.6,-0.18
756,20.0,5.61,12.936,20.007,5.575,13.179,0.2453,15.58,70.95,-115.55,-0.003,0.3134,-0.04,4.38,1.39,50.4,50.4,12.6,-0.18
757,20.0,5.62,12.925,20.007,5.584,13.167,0.2453,15.6,70.93,-115.55,-0.0032,0.3137,-0.05,4.38,1.39,50.4,50.4,12.6,-0.18
758,20.0,5.629,12.913,20.007,5.593,13.156,0.2453,15.62,70.88,-115.55,-0.0035,0.3141,-0.05,4.39,1.39,50.4,50.4,12.6,-0.18
759,20.0,5.638,12.901,20.007,5.602,13.144,0.2449,15.64,70.86,-115.55,-0.0026,0.3145,-0.04,4.39,1.39,50.4,50.4,12.6,-0.18
760,20.0,5.648,12.89,20.007,5.612,13.132,0.2444,15.67,70.82,-115.55,-0.0015,0.3148,-0.02,4.4,1.39,50.4,50.4,12.6,-0.18
761,20.0,5.657,12.878,20.007,5.621,13.12,0.2446,15.69,70.8,-115.55,-0.0019,0.3152,-0.03,4.4,1.39,50.4,50.4,12.6,-0.18
762,20.0,5.666,12.867,20.007,5.63,13.109,0.2446,15.71,70.75,-115.55,-0.0022,0.3156,-0.03,4.41,1.38,50.4,50.4,12.6,-0.18
763,20.0,5.675,12.855,20.007,5.64,13.097,0.2446,15.73,70.73,-115.55,-0.0024,0.3159,-0.03,4.41,1.38,50.4,50.4,12.6,-0.18
764,20.0,5.685,12.843,20.007,5.649,13.085,0.2447,15.78,70.69,-115.55,-0.0026,0.3163,-0.04,4.42,1.38,50.4,50.4,12.6,-0.18
765,20.0,5.694,12.832,20.007,5.658,13.074,0.2447,15.8,70.66,-115.55,-0.0028,0.3167,-0.04,4.42,1.38,50.4,50.4,12.6,-0.18
766,20.0,5.703,12.82,20.007,5.667,13.062,0.2448,15.82,70.62,-115.55,-0.003,0.317,-0.04,4.43,1.38,50.4,50.4,12.6,-0.18
767,20.0,5.712,12.809,20.008,5.676,13.049,0.2429,15.84,70.6,-115.55,0.0027,0.3173,0.04,4.43,1.42,50.4,50.4,12.6,-0.17
768,20.0,5.722,12.797,20.009,5.685,13.037,0.2425,15.86,70.55,-115.55,0.0054,0.3163,0.08,4.42,1.43,50.4,50.4,12.6,-0.16
769,20.0,5.731,12.785,20.008,5.695,13.027,0.2448,15.89,70.53,-115.55,-0.0006,0.3155,-0.01,4.41,1.39,50.4,50.4,12.6,-0.17
770,20.0,5.74,12.774,20.008,5.705,13.018,0.2466,15.91,70.51,-115.55,-0.0053,0.3148,-0.07,4.39,1.38,50.4,50.4,12.6,-0.17
771,20.0,5.75,12.762,20.008,5.714,13.007,0.2472,15.93,70.47,-115.55,-0.0066,0.314,-0.09,4.38,1.38,50.4,50.4,12.6,-0.17
772,20.0,5.759,12.751,20.008,5.724,12.995,0.2472,15.97,70.44,-115.55,-0.0065,0.3132,-0.09,4.37,1.38,50.4,50.4,12.6,-0.17
773,20.0,5.768,12.739,20.009,5.733,12.984,0.2474,16.0,70.4,-115.55,-0.0067,0.3124,-0.09,4.36,1.38,50.4,50.4,12.6,-0.17
774,20.0,5.777,12.727,20.009,5.742,12.972,0.2475,16.02,70.38,-115.55,-0.0069,0.3117,-0.1,4.35,1.38,50.4,50.4,12.6,-0.17
775,20.0,5.787,12.716,20.009,5.752,12.961,0.2477,16.04,70.33,-115.55,-0.0071,0.3109,-0.1,4.34,1.38,50.4,50.4,12.6,-0.17
776,20.0,5.796,12.704,20.009,5.761,12.949,0.2478,16.06,70.31,-115.55,-0.0074,0.3101,-0.1,4.33,1.38,50.4,50.4,12.6,-0.17
777,20.0,5.805,12.693,20.009,5.77,12.938,0.2478,16.08,70.27,-115.55,-0.0076,0.3093,-0.11,4.32,1.38,50.4,50.4,12.6,-0.17
778,20.0,5.815,12.681,20.009,5.78,12.926,0.2474,16.11,70.25,-115.55,-0.0063,0.3086,-0.09,4.31,1.38,50.4,50.4,12.6,-0.17
779,20.0,5.824,12.669,20.01,5.789,12.914,0.2472,16.13,70.2,-115.55,-0.0056,0.3078,-0.08,4.3,1.38,50.4,50.4,12.6,-0.17
780,20.0,5.833,12.658,20.01,5.798,12.902,0.2473,16.15,70.18,-115.55,-0.006,0.307,-0.08,4.29,1.38,50.4,50.4,12.6,-0.17
781,20.0,5.842,12.646,20.01,5.807,12.891,0.2474,16.19,70.14,-115.55,-0.0062,0.3063,-0.09,4.28,1.38,50.4,50.4,12.6,-0.17
782,20.0,5.852,12.635,20.01,5.817,12.879,0.2475,16.22,70.11,-115.55,-0.0064,0.3055,-0.09,4.27,1.38,50.4,50.4,12.6,-0.17
783,20.0,5.861,12.623,20.01,5.826,12.868,0.2475,16.24,70.07,-115.55,-0.0066,0.3047,-0.09,4.25,1.38,50.4,50.4,12.6,-0.17
784,20.0,5.87,12.611,20.01,5.835,12.855,0.2464,16.26,70.05,-115.55,-0.0034,0.3039,-0.05,4.24,1.39,50.4,50.4,12.6,-0.17
785,20.0,5.879,12.6,20.011,5.844,12.842,0.2448,16.28,70.0,-115.55,0.0019,0.3031,0.03,4.23,1.42,50.4,50.4,12.6,-0.16
786,20.0,5.889,12.588,20.01,5.853,12.832,0.247,16.3,69.98,-115.55,-0.0045,0.3023,-0.06,4.22,1.41,50.4,50.4,12.6,-0.16
787,20.0,5.898,12.577,20.01,5.863,12.822,0.2484,16.33,69.96,-115.55,-0.0091,0.3016,-0.13,4.21,1.37,50.4,50.4,12.6,-0.17
788,20.0,5.907,12.565,20.01,5.872,12.811,0.2485,16.35,69.92,-115.55,-0.01,0.3008,-0.14,4.2,1.37,50.4,50.4,12.6,-0.17
789,20.0,5.917,12.553,20.009,5.882,12.799,0.2483,16.37,69.9,-115.55,-0.01,0.3,-0.14,4.19,1.37,50.4,50.4,12.6,-0.17
790,20.0,5.926,12.542,20.009,5.891,12.787,0.2482,16.41,69.85,-115.55,-0.0102,0.2992,-0.14,4.18,1.37,50.4,50.4,12.6,-0.17
791,20.0,5.935,12.53,20.009,5.9,12.775,0.248,16.44,69.83,-115.55,-0.0104,0.2985,-0.15,4.17,1.37,50.4,50.4,12.6,-0.17
792,20.0,5.944,12.519,20.009,5.909,12.764,0.2479,16.46,69.79,-115.55,-0.0106,0.2977,-0.15,4.16,1.37,50.4,50.4,12.6,-0.17
793,20.0,5.954,12.507,20.009,5.919,12.752,0.2476,16.48,69.76,-115.55,-0.0106,0.2969,-0.15,4.15,1.37,50.4,50.4,12.6,-0.17
794,20.0,5.963,12.495,20.009,5.928,12.739,0.2466,16.5,69.72,-115.55,-0.0084,0.2962,-0.12,4.14,1.37,50.4,50.4,12.6,-0.17
795,20.0,5.972,12.484,20.009,5.937,12.728,0.2465,16.52,69.7,-115.55,-0.0089,0.2954,-0.12,4.12,1.37,50.4,50.4,12.6,-0.17
796,20.0,5.982,12.472,20.009,5.946,12.716,0.2463,16.55,69.65,-115.55,-0.0091,0.2946,-0.13,4.11,1.37,50.4,50.4,12.6,-0.17
797,20.0,5.991,12.46,20.008,5.956,12.704,0.2461,16.57,69.63,-115.55,-0.0093,0.2938,-0.13,4.1,1.37,50.4,50.4,12.6,-0.17
798,20.0,6.0,12.449,20.008,5.965,12.692,0.2459,16.61,69.59,-115.55,-0.0095,0.2931,-0.13,4.09,1.37,50.4,50.4,12.6,-0.16
799,20.0,6.009,12.437,20.008,5.974,12.68,0.2457,16.63,69.57,-115.55,-0.0097,0.2923,-0.14,4.08,1.37,50.4,50.4,12.6,-0.16
800,20.0,6.019,12.426,20.008,5.983,12.668,0.2454,16.66,69.52,-115.55,-0.0099,0.2915,-0.14,4.07,1.37,50.4,50.4,12.6,-0.16
801,20.0,6.028,12.414,20.007,5.993,12.657,0.2451,16.68,69.5,-115.55,-0.0101,0.2908,-0.14,4.06,1.37,50.4,50.4,12.6,-0.16
802,20.0,6.037,12.402,20.008,6.001,12.643,0.2429,16.7,69.46,-115.55,-0.0043,0.29,-0.06,4.05,1.4,50.4,50.4,12.6,-0.16
803,20.0,6.047,12.391,20.008,6.01,12.629,0.2413,16.72,69.41,-115.55,0.0001,0.2892,0.0,4.04,1.42,50.4,50.4,12.6,-0.15
804,20.0,6.056,12.379,20.007,6.02,12.62,0.2431,16.74,69.39,-115.55,-0.0062,0.2884,-0.09,4.03,1.39,50.4,50.4,12.6,-0.16
805,20.0,6.065,12.368,20.006,6.029,12.609,0.2444,16.77,69.37,-115.55,-0.0108,0.2876,-0.15,4.02,1.37,50.4,50.4,12.6,-0.16
806,20.0,6.074,12.356,20.006,6.038,12.598,0.245,16.79,69.32,-115.55,-0.0138,0.2868,-0.19,4.0,1.37,50.4,50.4,12.6,-0.16
807,20.0,6.084,12.344,20.005,6.048,12.586,0.2443,16.81,69.3,-115.55,-0.0135,0.2861,-0.19,3.99,1.37,50.4,50.4,12.6,-0.16
808,20.0,6.093,12.333,20.005,6.057,12.574,0.2439,16.85,69.26,-115.55,-0.0137,0.2853,-0.19,3.98,1.37,50.4,50.4,12.6,-0.16
809,20.0,6.102,12.321,20.004,6.066,12.562,0.2435,16.88,69.24,-115.55,-0.0138,0.2845,-0.19,3.97,1.36,50.4,50.4,12.6,-0.16
810,20.0,6.112,12.31,20.004,6.075,12.55,0.243,16.9,69.19,-115.55,-0.014,0.2837,-0.2,3.96,1.36,50.4,50.4,12.6,-0.16
811,20.0,6.121,12.298,20.004,6.084,12.538,0.2425,16.92,69.17,-115.55,-0.0142,0.283,-0.2,3.95,1.36,50.4,50.4,12.6,-0.16
812,20.0,6.13,12.286,20.003,6.093,12.526,0.242,16.94,69.13,-115.55,-0.0144,0.2822,-0.2,3.94,1.36,50.4,50.4,12.6,-0.16
813,20.0,6.139,12.275,20.003,6.102,12.513,0.2415,16.96,69.1,-115.55,-0.0146,0.2814,-0.2,3.93,1.36,50.4,50.4,12.6,-0.16
814,20.0,6.149,12.263,20.002,6.112,12.501,0.241,16.98,69.06,-115.55,-0.0148,0.2807,-0.21,3.92,1.36,50.4,50.4,12.6,-0.16
815,20.0,6.158,12.252,20.002,6.121,12.488,0.2396,17.01,69.04,-115.55,-0.0126,0.2799,-0.18,3.91,1.36,50.4,50.4,12.6,-0.16
816,20.0,6.167,12.24,20.001,6.13,12.476,0.2391,17.03,68.99,-115.55,-0.0128,0.2791,-0.18,3.9,1.36,50.4,50.4,12.6,-0.16
817,20.0,6.176,12.228,20.001,6.139,12.464,0.2386,17.07,68.97,-115.55,-0.013,0.2783,-0.18,3.89,1.36,50.4,50.4,12.6,-0.16
818,20.0,6.186,12.217,20.0,6.148,12.452,0.2381,17.09,68.93,-115.55,-0.0132,0.2776,-0.18,3.88,1.36,50.4,50.4,12.6,-0.16
819,20.0,6.195,12.205,19.999,6.157,12.439,0.2374,17.12,68.91,-115.55,-0.0129,0.2768,-0.18,3.86,1.36,50.4,50.4,12.6,-0.16
820,20.0,6.204,12.194,20.0,6.165,12.425,0.235,17.14,68.86,-115.55,-0.0072,0.276,-0.1,3.85,1.41,50.4,50.4,12.6,-0.14
821,20.0,6.214,12.182,19.999,6.174,12.412,0.2334,17.16,68.82,-115.55,-0.0038,0.2752,-0.05,3.84,1.41,50.4,50.4,12.6,-0.14
822,20.0,6.223,12.17,19.998,6.185,12.402,0.2349,17.18,68.8,-115.58,-0.01,0.2744,-0.14,3.83,1.36,50.4,50.4,12.6,-0.16
823,20.0,6.232,12.159,19.997,6.194,12.391,0.2359,17.2,68.77,-115.58,-0.0146,0.2736,-0.2,3.82,1.36,50.4,50.4,12.6,-0.16
824,20.0,6.241,12.147,19.996,6.203,12.38,0.236,17.23,68.73,-115.58,-0.017,0.2729,-0.24,3.81,1.36,50.4,50.4,12.6,-0.16
825,20.0,6.251,12.135,19.995,6.212,12.367,0.2352,17.25,68.71,-115.58,-0.0167,0.2721,-0.23,3.8,1.36,50.4,50.4,12.6,-0.16
826,20.0,6.26,12.124,19.995,6.221,12.355,0.2345,17.29,68.66,-115.58,-0.0169,0.2713,-0.24,3.79,1.36,50.4,50.4,12.6,-0.16
827,20.0,6.269,12.112,19.992,6.229,12.341,0.2325,17.31,68.64,-115.58,-0.0171,0.2768,-0.24,3.87,1.36,50.4,50.4,12.6,-0.15
828,20.0,6.279,12.101,19.99,6.238,12.328,0.2308,17.34,68.6,-115.58,-0.0172,0.2814,-0.24,3.93,1.36,50.4,50.4,12.6,-0.15
829,20.0,6.288,12.089,19.989,6.247,12.314,0.2292,17.36,68.58,-115.6,-0.0174,0.286,-0.24,3.99,1.36,50.4,50.4,12.6,-0.15
830,20.0,6.297,12.077,19.987,6.255,12.301,0.2277,17.38,68.53,-115.6,-0.0176,0.2906,-0.25,4.06,1.36,50.4,50.4,12.6,-0.15
831,20.0,6.306,12.066,19.985,6.264,12.288,0.2262,17.4,68.51,-115.6,-0.0177,0.2951,-0.25,4.12,1.36,50.4,50.4,12.6,-0.15
832,20.0,6.316,12.054,19.984,6.273,12.274,0.2245,17.42,68.47,-115.6,-0.017,0.2997,-0.24,4.18,1.35,50.4,50.4,12.6,-0.15
833,20.0,6.325,12.043,19.982,6.282,12.26,0.2226,17.45,68.42,-115.62,-0.0155,0.3043,-0.22,4.25,1.35,50.4,50.4,12.6,-0.15
834,20.0,6.334,12.031,19.965,6.286,12.232,0.21,17.47,68.4,-115.69,-0.0159,0.3725,-0.22,5.2,1.35,50.4,50.4,12.6,-0.15
835,20.0,6.344,12.019,19.964,6.294,12.219,0.209,17.49,68.36,-115.69,-0.0161,0.3771,-0.22,5.27,1.35,50.4,50.4,12.6,-0.15
836,20.0,6.353,12.008,19.962,6.303,12.206,0.2081,17.53,68.33,-115.69,-0.0163,0.3817,-0.23,5.33,1.35,50.4,50.4,12.6,-0.15
837,20.0,6.362,11.996,19.961,6.312,12.191,0.2053,17.56,68.29,-115.69,-0.0105,0.3862,-0.15,5.39,1.38,50.4,50.4,12.6,-0.14
838,20.0,6.371,11.985,19.961,6.32,12.177,0.2031,17.58,68.25,-115.69,-0.0056,0.3908,-0.08,5.46,1.41,50.4,50.4,12.6,-0.14
839,20.0,6.381,11.973,19.959,6.329,12.167,0.2046,17.6,68.23,-115.69,-0.012,0.3954,-0.17,5.52,1.38,50.4,50.4,12.6,-0.14
