timestamp_ms,target_x,target_y,target_z,real_x,real_y,real_z,error,base_deg,shoulder_deg,elbow_deg,stretch_shoulder,stretch_elbow,torque_shoulder,torque_elbow,torque_base,limit_shoulder,limit_elbow,limit_base,inertia_torque
0,20.0,0.0,19.966,20.006,-0.017,19.912,0.0568,-0.04,84.95,-109.14,0.538,0.4888,7.51,6.82,0.69,50.4,50.4,12.6,-0.21
1,20.0,0.0,19.966,20.006,-0.02,19.912,0.0579,-0.07,84.95,-109.14,0.5384,0.4894,7.52,6.83,0.8,50.4,50.4,12.6,-0.21
2,20.0,0.0,19.966,20.006,-0.037,19.911,0.0664,-0.11,84.95,-109.14,0.5392,0.4906,7.53,6.85,1.49,50.4,50.4,12.6,-0.42
3,20.0,0.0,19.965,20.006,-0.037,19.91,0.0668,-0.11,84.95,-109.14,0.54,0.4917,7.54,6.87,1.5,50.4,50.4,12.6,-0.42
4,20.0,0.0,19.965,20.006,-0.037,19.91,0.0671,-0.11,84.95,-109.14,0.5408,0.4928,7.55,6.88,1.5,50.4,50.4,12.6,-0.42
5,20.0,0.0,19.965,20.006,-0.037,19.91,0.0674,-0.11,84.95,-109.14,0.5415,0.4939,7.56,6.9,1.51,50.4,50.4,12.6,-0.42
6,20.0,0.001,19.965,20.006,-0.037,19.909,0.0676,-0.11,84.95,-109.14,0.5423,0.495,7.57,6.91,1.51,50.4,50.4,12.6,-0.42
7,20.0,0.001,19.965,20.006,-0.037,19.909,0.0678,-0.11,84.95,-109.14,0.5431,0.4962,7.58,6.93,1.52,50.4,50.4,12.6,-0.42
8,20.0,0.001,19.964,20.006,-0.037,19.909,0.0679,-0.11,84.95,-109.14,0.5439,0.4973,7.59,6.94,1.52,50.4,50.4,12.6,-0.42
9,20.0,0.001,19.964,20.006,-0.037,19.908,0.0679,-0.11,84.95,-109.14,0.5446,0.4984,7.6,6.96,1.53,50.4,50.4,12.6,-0.42
10,20.0,0.002,19.964,20.006,-0.037,19.908,0.0678,-0.11,84.95,-109.14,0.5454,0.4995,7.62,6.97,1.53,50.4,50.4,12.6,-0.42
11,20.0,0.002,19.963,20.006,-0.037,19.908,0.0677,-0.11,84.95,-109.14,0.5462,0.5006,7.63,6.99,1.54,50.4,50.4,12.6,-0.42
12,20.0,0.002,19.963,20.006,-0.036,19.908,0.0675,-0.11,84.95,-109.14,0.547,0.5017,7.64,7.01,1.54,50.4,50.4,12.6,-0.43
13,20.0,0.003,19.962,20.006,-0.036,19.908,0.0673,-0.11,84.95,-109.14,0.5478,0.5028,7.65,7.02,1.55,50.4,50.4,12.6,-0.43
14,20.0,0.003,19.962,20.006,-0.036,19.908,0.067,-0.11,84.95,-109.14,0.5485,0.5039,7.66,7.04,1.55,50.4,50.4,12.6,-0.43
15,20.0,0.003,19.961,20.006,-0.035,19.907,0.0666,-0.11,84.95,-109.14,0.5493,0.5051,7.67,7.05,1.56,50.4,50.4,12.6,-0.43
16,20.0,0.004,19.961,20.006,-0.035,19.908,0.0662,-0.11,84.95,-109.14,0.5501,0.5062,7.68,7.07,1.56,50.4,50.4,12.6,-0.43
17,20.0,0.004,19.96,20.006,-0.035,19.908,0.0657,-0.11,84.95,-109.14,0.5509,0.5073,7.69,7.08,1.57,50.4,50.4,12.6,-0.43
18,20.0,0.005,19.959,20.006,-0.034,19.908,0.0652,-0.09,84.95,-109.14,0.5516,0.5084,7.7,7.1,1.57,50.4,50.4,12.6,-0.43
19,20.0,0.006,19.959,20.006,-0.034,19.908,0.0646,-0.09,84.95,-109.14,0.5524,0.5095,7.71,7.11,1.58,50.4,50.4,12.6,-0.43
20,20.0,0.006,19.958,20.006,-0.033,19.908,0.0639,-0.09,84.95,-109.14,0.5532,0.5106,7.72,7.13,1.58,50.4,50.4,12.6,-0.43
21,20.0,0.007,19.957,20.006,-0.033,19.908,0.0632,-0.09,84.95,-109.14,0.554,0.5117,7.73,7.14,1.59,50.4,50.4,12.6,-0.43
22,20.0,0.007,19.956,20.006,-0.032,19.908,0.0625,-0.09,84.95,-109.14,0.5548,0.5128,7.75,7.16,1.59,50.4,50.4,12.6,-0.43
23,20.0,0.008,19.955,20.006,-0.032,19.909,0.0617,-0.09,84.95,-109.14,0.5555,0.5139,7.76,7.18,1.6,50.4,50.4,12.6,-0.43
24,20.0,0.009,19.954,20.006,-0.031,19.909,0.0608,-0.09,84.95,-109.14,0.5563,0.515,7.77,7.19,1.6,50.4,50.4,12.6,-0.43
25,20.0,0.01,19.954,20.006,-0.031,19.909,0.0599,-0.09,84.95,-109.14,0.5571,0.5161,7.78,7.21,1.61,50.4,50.4,12.6,-0.43
26,20.0,0.01,19.953,20.006,-0.03,19.911,0.0585,-0.09,84.95,-109.14,0.5579,0.5151,7.79,7.19,1.61,50.4,50.4,12.6,-0.43
27,20.0,0.011,19.952,20.007,-0.029,19.913,0.0563,-0.09,84.95,-109.14,0.5587,0.5096,7.8,7.12,1.62,50.4,50.4,12.6,-0.43
28,20.0,0.012,19.95,20.006,-0.028,19.917,0.0528,-0.09,84.95,-109.14,0.5529,0.5048,7.72,7.05,1.62,50.4,50.4,12.6,-0.43
29,20.0,0.013,19.949,20.006,-0.028,19.921,0.05,-0.09,84.95,-109.12,0.5481,0.5,7.65,6.98,1.63,50.4,50.4,12.6,-0.43
30,20.0,0.014,19.948,20.006,-0.027,19.924,0.0476,-0.09,84.97,-109.12,0.5434,0.4952,7.59,6.91,1.63,50.4,50.4,12.6,-0.43
31,20.0,0.015,19.947,20.006,-0.026,19.928,0.0456,-0.07,84.97,-109.12,0.5386,0.4905,7.52,6.85,1.64,50.4,50.4,12.6,-0.43
32,20.0,0.016,19.946,20.001,-0.025,19.973,0.0494,-0.07,85.03,-109.05,0.4702,0.422,6.56,5.89,1.64,50.4,50.4,12.6,-0.43
33,20.0,0.017,19.945,20.001,-0.024,19.976,0.052,-0.07,85.03,-109.03,0.4654,0.4172,6.5,5.83,1.65,50.4,50.4,12.6,-0.43
34,20.0,0.018,19.943,20.001,-0.023,19.979,0.0546,-0.07,85.03,-109.03,0.4606,0.4124,6.43,5.76,1.65,50.4,50.4,12.6,-0.43
35,20.0,0.019,19.942,20.001,-0.022,19.982,0.0573,-0.07,85.03,-109.03,0.4558,0.4076,6.36,5.69,1.66,50.4,50.4,12.6,-0.43
36,20.0,0.02,19.941,20.0,-0.022,19.984,0.06,-0.07,85.06,-109.03,0.4511,0.4029,6.3,5.62,1.66,50.4,50.4,12.6,-0.43
37,20.0,0.021,19.939,20.0,-0.021,19.986,0.0627,-0.07,85.06,-109.03,0.4463,0.3981,6.23,5.56,1.67,50.4,50.4,12.6,-0.43
38,20.0,0.022,19.938,20.0,-0.019,19.987,0.0647,-0.07,85.06,-109.03,0.4439,0.3933,6.2,5.49,1.67,50.4,50.4,12.6,-0.43
39,20.0,0.023,19.936,20.001,-0.018,19.987,0.0662,-0.04,85.06,-109.03,0.4434,0.3885,6.19,5.42,1.68,50.4,50.4,12.6,-0.43
40,20.0,0.025,19.935,20.002,-0.017,19.988,0.0678,-0.04,85.06,-109.01,0.4426,0.3837,6.18,5.36,1.68,50.4,50.4,12.6,-0.43
41,20.0,0.026,19.933,20.002,-0.016,19.988,0.0693,-0.04,85.06,-109.01,0.4419,0.3789,6.17,5.29,1.68,50.4,50.4,12.6,-0.43
42,20.0,0.027,19.931,20.002,-0.015,19.987,0.0701,-0.04,85.06,-109.01,0.4411,0.3769,6.16,5.26,1.69,50.4,50.4,12.6,-0.43
43,20.0,0.029,19.93,20.002,-0.014,19.986,0.0706,-0.04,85.03,-109.03,0.4403,0.376,6.15,5.25,1.69,50.4,50.4,12.6,-0.43
44,20.0,0.03,19.928,20.002,-0.013,19.985,0.0712,-0.04,85.03,-109.03,0.4395,0.3749,6.14,5.23,1.7,50.4,50.4,12.6,-0.43
45,20.0,0.031,19.926,20.002,-0.011,19.984,0.0717,-0.02,85.03,-109.03,0.4387,0.3737,6.13,5.22,1.7,50.4,50.4,12.6,-0.43
46,20.0,0.033,19.925,20.002,-0.01,19.983,0.0723,-0.02,85.03,-109.03,0.4379,0.3726,6.11,5.2,1.71,50.4,50.4,12.6,-0.43
47,20.0,0.034,19.923,20.002,-0.009,19.982,0.0729,-0.02,85.03,-109.03,0.4371,0.3715,6.1,5.19,1.71,50.4,50.4,12.6,-0.44
48,20.0,0.036,19.921,20.002,-0.007,19.981,0.0734,-0.02,85.03,-109.03,0.4363,0.3704,6.09,5.17,1.72,50.4,50.4,12.6,-0.44
49,20.0,0.037,19.919,20.002,-0.006,19.979,0.074,-0.02,85.03,-109.03,0.4355,0.3693,6.08,5.16,1.72,50.4,50.4,12.6,-0.44
50,20.0,0.039,19.917,20.002,-0.005,19.978,0.0746,-0.02,85.03,-109.03,0.4347,0.3681,6.07,5.14,1.73,50.4,50.4,12.6,-0.44
51,20.0,0.04,19.915,20.002,-0.003,19.977,0.0751,0.0,85.03,-109.03,0.4339,0.367,6.06,5.12,1.73,50.4,50.4,12.6,-0.44
52,20.0,0.042,19.913,20.002,-0.002,19.975,0.0757,0.0,85.03,-109.03,0.4332,0.3659,6.05,5.11,1.74,50.4,50.4,12.6,-0.44
53,20.0,0.043,19.911,20.002,-0.0,19.974,0.0763,0.0,85.03,-109.05,0.4324,0.3648,6.04,5.09,1.74,50.4,50.4,12.6,-0.44
54,20.0,0.045,19.909,20.002,0.001,19.972,0.0769,0.0,85.03,-109.05,0.4316,0.3637,6.03,5.08,1.75,50.4,50.4,12.6,-0.44
55,20.0,0.047,19.907,20.002,0.003,19.971,0.0774,0.0,85.03,-109.05,0.4308,0.3625,6.01,5.06,1.75,50.4,50.4,12.6,-0.44
56,20.0,0.048,19.905,20.002,0.004,19.969,0.078,0.02,85.01,-109.05,0.43,0.3614,6.0,5.05,1.76,50.4,50.4,12.6,-0.44
57,20.0,0.05,19.903,20.002,0.006,19.968,0.0786,0.02,85.01,-109.05,0.4292,0.3603,5.99,5.03,1.76,50.4,50.4,12.6,-0.44
58,20.0,0.052,19.901,20.002,0.008,19.966,0.0792,0.02,85.01,-109.05,0.4284,0.3592,5.98,5.02,1.77,50.4,50.4,12.6,-0.44
59,20.0,0.054,19.898,20.002,0.009,19.964,0.0797,0.02,85.01,-109.05,0.4276,0.3581,5.97,5.0,1.77,50.4,50.4,12.6,-0.44
60,20.0,0.056,19.896,20.002,0.011,19.963,0.0803,0.02,85.01,-109.05,0.4268,0.357,5.96,4.98,1.78,50.4,50.4,12.6,-0.44
61,20.0,0.057,19.894,20.002,0.013,19.961,0.0809,0.04,85.01,-109.07,0.426,0.3559,5.95,4.97,1.78,50.4,50.4,12.6,-0.44
62,20.0,0.059,19.891,20.002,0.015,19.959,0.0815,0.04,85.01,-109.07,0.4251,0.3547,5.94,4.95,1.79,50.4,50.4,12.6,-0.44
63,20.0,0.061,19.889,20.002,0.016,19.957,0.0821,0.04,85.01,-109.07,0.4243,0.3536,5.92,4.94,1.79,50.4,50.4,12.6,-0.44
64,20.0,0.063,19.886,20.002,0.018,19.956,0.0826,0.04,85.01,-109.07,0.4235,0.3525,5.91,4.92,1.8,50.4,50.4,12.6,-0.44
65,20.0,0.065,19.884,20.003,0.02,19.954,0.0832,0.07,85.01,-109.07,0.4227,0.3514,5.9,4.91,1.8,50.4,50.4,12.6,-0.45
66,20.0,0.067,19.881,20.003,0.022,19.952,0.0838,0.07,84.99,-109.07,0.4219,0.3503,5.89,4.89,1.81,50.4,50.4,12.6,-0.45
67,20.0,0.069,19.879,20.003,0.024,19.95,0.0844,0.07,84.99,-109.09,0.4211,0.3492,5.88,4.88,1.81,50.4,50.4,12.6,-0.45
68,20.0,0.071,19.876,20.003,0.026,19.948,0.085,0.07,84.99,-109.09,0.4203,0.3481,5.87,4.86,1.82,50.4,50.4,12.6,-0.45
69,20.0,0.073,19.873,20.003,0.028,19.946,0.0856,0.09,84.99,-109.09,0.4195,0.347,5.86,4.84,1.82,50.4,50.4,12.6,-0.45
70,20.0,0.076,19.871,20.003,0.03,19.944,0.0861,0.09,84.99,-109.09,0.4187,0.3459,5.85,4.83,1.83,50.4,50.4,12.6,-0.45
71,20.0,0.078,19.868,20.003,0.032,19.942,0.0867,0.09,84.99,-109.09,0.4179,0.3447,5.83,4.81,1.83,50.4,50.4,12.6,-0.45
72,20.0,0.08,19.865,20.003,0.034,19.94,0.0873,0.09,84.99,-109.09,0.417,0.3436,5.82,4.8,1.84,50.4,50.4,12.6,-0.45
73,20.0,0.082,19.862,20.003,0.036,19.937,0.0879,0.11,84.99,-109.12,0.4162,0.3425,5.81,4.78,1.84,50.4,50.4,12.6,-0.45
74,20.0,0.084,19.86,20.003,0.038,19.935,0.0885,0.11,84.97,-109.12,0.4154,0.3414,5.8,4.77,1.85,50.4,50.4,12.6,-0.45
75,20.0,0.087,19.857,20.003,0.04,19.933,0.0891,0.11,84.97,-109.12,0.4146,0.3403,5.79,4.75,1.85,50.4,50.4,12.6,-0.45
76,20.0,0.089,19.854,20.003,0.043,19.931,0.0897,0.13,84.97,-109.12,0.4138,0.3392,5.78,4.74,1.86,50.4,50.4,12.6,-0.45
77,20.0,0.091,19.851,20.003,0.045,19.928,0.0903,0.13,84.97,-109.12,0.4129,0.3381,5.77,4.72,1.86,50.4,50.4,12.6,-0.45
78,20.0,0.094,19.848,20.003,0.047,19.926,0.0909,0.13,84.97,-109.14,0.4121,0.337,5.75,4.71,1.87,50.4,50.4,12.6,-0.45
79,20.0,0.096,19.845,20.003,0.05,19.923,0.0914,0.13,84.97,-109.14,0.4113,0.3359,5.74,4.69,1.87,50.4,50.4,12.6,-0.45
80,20.0,0.099,19.842,20.003,0.052,19.921,0.092,0.15,84.97,-109.14,0.4105,0.3348,5.73,4.67,1.88,50.4,50.4,12.6,-0.46
81,20.0,0.101,19.839,20.003,0.054,19.918,0.0926,0.15,84.97,-109.14,0.4096,0.3337,5.72,4.66,1.88,50.4,50.4,12.6,-0.46
82,20.0,0.104,19.835,20.003,0.057,19.916,0.0932,0.15,84.95,-109.14,0.4088,0.3326,5.71,4.64,1.89,50.4,50.4,12.6,-0.46
83,20.0,0.106,19.832,20.003,0.059,19.913,0.0938,0.18,84.95,-109.16,0.408,0.3315,5.7,4.63,1.89,50.4,50.4,12.6,-0.46
84,20.0,0.109,19.829,20.003,0.061,19.911,0.0944,0.18,84.95,-109.16,0.4072,0.3304,5.68,4.61,1.9,50.4,50.4,12.6,-0.46
85,20.0,0.111,19.826,20.003,0.064,19.908,0.095,0.18,84.95,-109.16,0.4063,0.3293,5.67,4.6,1.9,50.4,50.4,12.6,-0.46
86,20.0,0.114,19.822,20.003,0.066,19.905,0.0956,0.2,84.95,-109.16,0.4055,0.3282,5.66,4.58,1.91,50.4,50.4,12.6,-0.46
87,20.0,0.117,19.819,20.003,0.069,19.903,0.0962,0.2,84.95,-109.16,0.4046,0.3271,5.65,4.57,1.91,50.4,50.4,12.6,-0.46
88,20.0,0.119,19.816,20.003,0.072,19.9,0.0968,0.2,84.92,-109.18,0.4038,0.326,5.64,4.55,1.92,50.4,50.4,12.6,-0.46
89,20.0,0.122,19.812,20.003,0.074,19.897,0.0974,0.22,84.92,-109.18,0.403,0.325,5.63,4.54,1.92,50.4,50.4,12.6,-0.46
90,20.0,0.125,19.809,20.003,0.077,19.894,0.098,0.22,84.92,-109.18,0.4021,0.3239,5.61,4.52,1.93,50.4,50.4,12.6,-0.46
91,20.0,0.128,19.805,20.003,0.08,19.891,0.0986,0.22,84.92,-109.18,0.4013,0.3228,5.6,4.51,1.93,50.4,50.4,12.6,-0.46
92,20.0,0.131,19.802,20.003,0.082,19.888,0.0992,0.24,84.92,-109.2,0.4004,0.3217,5.59,4.49,1.94,50.4,50.4,12.6,-0.47
93,20.0,0.133,19.798,20.003,0.085,19.885,0.0998,0.24,84.92,-109.2,0.3996,0.3206,5.58,4.48,1.94,50.4,50.4,12.6,-0.47
94,20.0,0.136,19.795,20.003,0.088,19.882,0.1004,0.24,84.9,-109.2,0.3988,0.3195,5.57,4.46,1.94,50.4,50.4,12.6,-0.47
95,20.0,0.139,19.791,20.003,0.091,19.879,0.101,0.26,84.9,-109.2,0.3979,0.3184,5.56,4.45,1.95,50.4,50.4,12.6,-0.47
96,20.0,0.142,19.787,20.003,0.093,19.876,0.1016,0.26,84.9,-109.23,0.3971,0.3173,5.54,4.43,1.95,50.4,50.4,12.6,-0.47
97,20.0,0.145,19.784,20.003,0.096,19.873,0.1022,0.29,84.9,-109.23,0.3962,0.3163,5.53,4.42,1.96,50.4,50.4,12.6,-0.47
98,20.0,0.148,19.78,20.003,0.099,19.87,0.1028,0.29,84.9,-109.23,0.3953,0.3152,5.52,4.4,1.96,50.4,50.4,12.6,-0.47
99,20.0,0.151,19.776,20.003,0.102,19.867,0.1034,0.29,84.88,-109.23,0.3945,0.3141,5.51,4.39,1.97,50.4,50.4,12.6,-0.47
100,20.0,0.154,19.772,20.003,0.105,19.864,0.104,0.31,84.88,-109.25,0.3936,0.313,5.5,4.37,1.97,50.4,50.4,12.6,-0.47
101,20.0,0.157,19.768,20.003,0.108,19.86,0.1046,0.31,84.88,-109.25,0.3928,0.3119,5.48,4.36,1.98,50.4,50.4,12.6,-0.47
102,20.0,0.161,19.764,20.003,0.111,19.857,0.1052,0.31,84.88,-109.25,0.3919,0.3109,5.47,4.34,1.98,50.4,50.4,12.6,-0.48
103,20.0,0.164,19.76,20.003,0.114,19.854,0.1057,0.33,84.88,-109.25,0.3911,0.3098,5.46,4.33,1.99,50.4,50.4,12.6,-0.48
104,20.0,0.167,19.756,20.003,0.117,19.85,0.1064,0.33,84.88,-109.27,0.3902,0.3087,5.45,4.31,1.99,50.4,50.4,12.6,-0.48
105,20.0,0.17,19.752,20.003,0.12,19.847,0.107,0.35,84.86,-109.27,0.3893,0.3076,5.44,4.3,2.0,50.4,50.4,12.6,-0.48
106,20.0,0.173,19.748,20.003,0.123,19.843,0.1076,0.35,84.86,-109.27,0.3885,0.3066,5.42,4.28,2.0,50.4,50.4,12.6,-0.48
107,20.0,0.177,19.744,20.003,0.126,19.84,0.1082,0.35,84.86,-109.29,0.3876,0.3055,5.41,4.27,2.01,50.4,50.4,12.6,-0.48
108,20.0,0.18,19.74,20.003,0.13,19.836,0.1088,0.37,84.86,-109.29,0.3867,0.3044,5.4,4.25,2.01,50.4,50.4,12.6,-0.48
109,20.0,0.183,19.736,20.003,0.133,19.833,0.1094,0.37,84.84,-109.29,0.3858,0.3034,5.39,4.24,2.02,50.4,50.4,12.6,-0.48
110,20.0,0.187,19.731,20.003,0.136,19.829,0.11,0.4,84.84,-109.29,0.385,0.3023,5.38,4.22,2.02,50.4,50.4,12.6,-0.48
111,20.0,0.19,19.727,20.003,0.139,19.825,0.1106,0.4,84.84,-109.31,0.3841,0.3012,5.36,4.21,2.03,50.4,50.4,12.6,-0.48
112,20.0,0.194,19.723,20.003,0.143,19.822,0.1112,0.42,84.84,-109.31,0.3832,0.3002,5.35,4.19,2.03,50.4,50.4,12.6,-0.49
113,20.0,0.197,19.718,20.003,0.146,19.818,0.1118,0.42,84.84,-109.31,0.3823,0.2991,5.34,4.18,2.04,50.4,50.4,12.6,-0.49
114,20.0,0.201,19.714,20.003,0.149,19.814,0.1124,0.42,84.81,-109.34,0.3814,0.298,5.33,4.16,2.04,50.4,50.4,12.6,-0.49
115,20.0,0.204,19.71,20.003,0.153,19.81,0.113,0.44,84.81,-109.34,0.3806,0.297,5.31,4.15,2.05,50.4,50.4,12.6,-0.49
116,20.0,0.208,19.705,20.003,0.156,19.807,0.1136,0.44,84.81,-109.34,0.3797,0.2959,5.3,4.13,2.05,50.4,50.4,12.6,-0.49
117,20.0,0.211,19.701,20.003,0.16,19.803,0.1143,0.46,84.81,-109.36,0.3788,0.2949,5.29,4.12,2.06,50.4,50.4,12.6,-0.49
118,20.0,0.215,19.696,20.003,0.163,19.799,0.1149,0.46,84.79,-109.36,0.3779,0.2938,5.28,4.1,2.06,50.4,50.4,12.6,-0.49
119,20.0,0.218,19.692,20.003,0.167,19.795,0.1155,0.48,84.79,-109.36,0.377,0.2928,5.26,4.09,2.07,50.4,50.4,12.6,-0.49
120,20.0,0.222,19.687,20.003,0.17,19.791,0.1161,0.48,84.79,-109.36,0.3761,0.2917,5.25,4.07,2.07,50.4,50.4,12.6,-0.5
121,20.0,0.226,19.682,20.003,0.174,19.787,0.1167,0.51,84.79,-109.38,0.3752,0.2907,5.24,4.06,2.08,50.4,50.4,12.6,-0.5
122,20.0,0.23,19.678,20.003,0.178,19.783,0.1173,0.51,84.77,-109.38,0.3743,0.2896,5.23,4.04,2.08,50.4,50.4,12.6,-0.5
123,20.0,0.233,19.673,20.003,0.181,19.779,0.1179,0.53,84.77,-109.38,0.3734,0.2886,5.21,4.03,2.09,50.4,50.4,12.6,-0.5
124,20.0,0.237,19.668,20.003,0.185,19.774,0.1185,0.53,84.77,-109.4,0.3725,0.2875,5.2,4.01,2.09,50.4,50.4,12.6,-0.5
125,20.0,0.241,19.663,20.003,0.189,19.77,0.1191,0.55,84.77,-109.4,0.3716,0.2865,5.19,4.0,2.1,50.4,50.4,12.6,-0.5
126,20.0,0.245,19.658,20.003,0.192,19.766,0.1197,0.55,84.75,-109.4,0.3707,0.2854,5.18,3.99,2.1,50.4,50.4,12.6,-0.5
127,20.0,0.249,19.653,20.003,0.196,19.762,0.1203,0.57,84.75,-109.42,0.3698,0.2844,5.16,3.97,2.11,50.4,50.4,12.6,-0.5
128,20.0,0.253,19.649,20.003,0.2,19.757,0.121,0.57,84.75,-109.42,0.3689,0.2834,5.15,3.96,2.11,50.4,50.4,12.6,-0.5
129,20.0,0.257,19.644,20.003,0.204,19.753,0.1216,0.59,84.75,-109.45,0.368,0.2823,5.14,3.94,2.12,50.4,50.4,12.6,-0.51
130,20.0,0.261,19.639,20.003,0.208,19.749,0.1222,0.59,84.73,-109.45,0.367,0.2813,5.12,3.93,2.12,50.4,50.4,12.6,-0.51
131,20.0,0.265,19.633,20.003,0.212,19.744,0.1228,0.62,84.73,-109.45,0.3661,0.2803,5.11,3.91,2.13,50.4,50.4,12.6,-0.51
132,20.0,0.269,19.628,20.003,0.216,19.74,0.1234,0.62,84.73,-109.47,0.3652,0.2792,5.1,3.9,2.13,50.4,50.4,12.6,-0.51
133,20.0,0.273,19.623,20.003,0.22,19.735,0.124,0.64,84.73,-109.47,0.3643,0.2782,5.09,3.88,2.14,50.4,50.4,12.6,-0.51
134,20.0,0.277,19.618,20.003,0.224,19.731,0.1246,0.64,84.7,-109.47,0.3634,0.2772,5.07,3.87,2.14,50.4,50.4,12.6,-0.51
135,20.0,0.281,19.613,20.003,0.228,19.726,0.1252,0.66,84.7,-109.49,0.3624,0.2761,5.06,3.86,2.14,50.4,50.4,12.6,-0.51
136,20.0,0.285,19.608,20.003,0.232,19.721,0.1259,0.66,84.7,-109.49,0.3615,0.2751,5.05,3.84,2.15,50.4,50.4,12.6,-0.52
137,20.0,0.29,19.602,20.003,0.236,19.717,0.1265,0.68,84.68,-109.49,0.3606,0.2741,5.03,3.83,2.15,50.4,50.4,12.6,-0.52
138,20.0,0.294,19.597,20.003,0.24,19.712,0.1271,0.68,84.68,-109.51,0.3596,0.2731,5.02,3.81,2.16,50.4,50.4,12.6,-0.52
139,20.0,0.298,19.592,20.003,0.244,19.707,0.1277,0.7,84.68,-109.51,0.3587,0.2721,5.01,3.8,2.16,50.4,50.4,12.6,-0.52
140,20.0,0.302,19.586,20.003,0.248,19.703,0.1283,0.7,84.68,-109.53,0.3578,0.271,5.0,3.78,2.17,50.4,50.4,12.6,-0.52
141,20.0,0.307,19.581,20.003,0.252,19.698,0.1289,0.73,84.66,-109.53,0.3568,0.27,4.98,3.77,2.17,50.4,50.4,12.6,-0.52
142,20.0,0.311,19.575,20.003,0.257,19.693,0.1295,0.73,84.66,-109.53,0.3559,0.269,4.97,3.76,2.18,50.4,50.4,12.6,-0.52
143,20.0,0.315,19.57,20.003,0.261,19.688,0.1302,0.75,84.66,-109.56,0.3549,0.268,4.96,3.74,2.18,50.4,50.4,12.6,-0.52
144,20.0,0.32,19.564,20.003,0.265,19.683,0.1308,0.77,84.64,-109.56,0.354,0.267,4.94,3.73,2.19,50.4,50.4,12.6,-0.53
145,20.0,0.324,19.559,20.003,0.27,19.678,0.1314,0.77,84.64,-109.56,0.353,0.266,4.93,3.71,2.19,50.4,50.4,12.6,-0.53
146,20.0,0.329,19.553,20.003,0.274,19.673,0.132,0.79,84.64,-109.58,0.3521,0.265,4.92,3.7,2.19,50.4,50.4,12.6,-0.53
147,20.0,0.333,19.547,20.003,0.278,19.668,0.1326,0.79,84.64,-109.58,0.3511,0.264,4.9,3.69,2.2,50.4,50.4,12.6,-0.53
148,20.0,0.338,19.542,20.003,0.283,19.663,0.1332,0.81,84.62,-109.6,0.3501,0.263,4.89,3.67,2.21,50.4,50.4,12.6,-0.53
149,20.0,0.343,19.536,20.003,0.287,19.658,0.1339,0.81,84.62,-109.6,0.3492,0.262,4.88,3.66,2.21,50.4,50.4,12.6,-0.53
150,20.0,0.347,19.53,20.003,0.292,19.653,0.1345,0.83,84.62,-109.6,0.3482,0.261,4.86,3.64,2.22,50.4,50.4,12.6,-0.53
151,20.0,0.352,19.524,20.003,0.296,19.647,0.1351,0.86,84.59,-109.62,0.3473,0.26,4.85,3.63,2.22,50.4,50.4,12.6,-0.54
152,20.0,0.356,19.518,20.003,0.301,19.642,0.1357,0.86,84.59,-109.62,0.3463,0.259,4.84,3.62,2.23,50.4,50.4,12.6,-0.54
153,20.0,0.361,19.513,20.003,0.305,19.637,0.1363,0.88,84.59,-109.64,0.3453,0.258,4.82,3.6,2.23,50.4,50.4,12.6,-0.54
154,20.0,0.366,19.507,20.003,0.31,19.632,0.1369,0.88,84.57,-109.64,0.3443,0.257,4.81,3.59,2.24,50.4,50.4,12.6,-0.54
155,20.0,0.371,19.501,20.003,0.315,19.626,0.1376,0.9,84.57,-109.67,0.3434,0.256,4.79,3.57,2.24,50.4,50.4,12.6,-0.54
156,20.0,0.375,19.495,20.003,0.319,19.621,0.1382,0.92,84.57,-109.67,0.3424,0.255,4.78,3.56,2.25,50.4,50.4,12.6,-0.54
157,20.0,0.38,19.489,20.003,0.324,19.615,0.1388,0.92,84.55,-109.67,0.3414,0.2541,4.77,3.55,2.25,50.4,50.4,12.6,-0.55
158,20.0,0.385,19.482,20.003,0.329,19.61,0.1394,0.94,84.55,-109.69,0.3404,0.2531,4.75,3.53,2.26,50.4,50.4,12.6,-0.55
159,20.0,0.39,19.476,20.003,0.334,19.604,0.14,0.94,84.55,-109.69,0.3394,0.2521,4.74,3.52,2.26,50.4,50.4,12.6,-0.55
160,20.0,0.395,19.47,20.003,0.338,19.599,0.1407,0.97,84.53,-109.71,0.3384,0.2511,4.73,3.51,2.27,50.4,50.4,12.6,-0.55
161,20.0,0.4,19.464,20.003,0.343,19.593,0.1413,0.99,84.53,-109.71,0.3374,0.2502,4.71,3.49,2.27,50.4,50.4,12.6,-0.55
162,20.0,0.405,19.458,20.003,0.348,19.588,0.1419,0.99,84.53,-109.73,0.3364,0.2492,4.7,3.48,2.28,50.4,50.4,12.6,-0.55
163,20.0,0.41,19.451,20.003,0.353,19.582,0.1425,1.01,84.51,-109.73,0.3354,0.2482,4.68,3.47,2.28,50.4,50.4,12.6,-0.55
164,20.0,0.415,19.445,20.003,0.358,19.576,0.1431,1.03,84.51,-109.73,0.3344,0.2472,4.67,3.45,2.29,50.4,50.4,12.6,-0.56
165,20.0,0.42,19.439,20.003,0.363,19.571,0.1437,1.03,84.48,-109.75,0.3334,0.2463,4.66,3.44,2.29,50.4,50.4,12.6,-0.56
