timestamp_ms,target_pos,sensor_pos,real_arm_pos,belt_stretch,error,velocity_cmd,torque_load,torque_total_req,hz
992,346.32,37.306,37.306,3.8619,309.014,360,13.74,54.0,1000
993,346.68,37.286,37.286,3.8619,309.394,360,13.73,54.0,1000
994,347.04,37.266,37.266,3.8619,309.774,360,13.71,54.0,1000
995,347.4,37.246,37.246,3.8619,310.154,360,13.7,54.0,1000
996,347.76,37.226,37.226,3.8619,310.534,360,13.69,54.0,1000
997,348.12,37.206,37.206,3.8619,310.914,360,13.68,54.0,1000
998,348.48,37.186,37.186,3.8619,311.294,360,13.66,54.0,1000
999,348.84,37.166,37.166,3.8619,311.674,360,13.65,54.0,1000
1000,349.2,37.146,37.146,3.8619,312.054,360,13.64,54.0,1000
1001,349.56,37.126,37.126,3.8619,312.434,360,13.63,54.0,1000
1002,349.92,37.106,37.106,3.8619,312.814,360,13.61,54.0,1000
1003,350.28,37.086,37.086,3.8619,313.194,360,13.6,54.0,1000
1004,350.64,37.066,37.066,3.8619,313.574,360,13.59,54.0,1000
1005,351.0,37.046,37.046,3.8619,313.954,360,13.58,54.0,1000
1006,351.36,37.026,37.026,3.8619,314.334,360,13.56,54.0,1000
1007,351.72,37.006,37.006,3.8619,314.714,360,13.55,54.0,1000
1008,352.08,36.986,36.986,3.8619,315.094,360,13.54,54.0,1000
1009,352.44,36.966,36.966,3.8619,315.474,360,13.52,54.0,1000
1010,352.8,36.946,36.946,3.8619,315.854,360,13.51,54.0,1000
1011,353.16,36.926,36.926,3.8619,316.234,360,13.5,54.0,1000
1012,353.52,36.906,36.906,3.8619,316.614,360,13.49,54.0,1000
1013,353.88,36.886,36.886,3.8619,316.994,360,13.47,54.0,1000
1014,354.24,36.866,36.866,3.8619,317.374,360,13.46,54.0,1000
1015,354.6,36.846,36.846,3.8619,317.754,360,13.45,54.0,1000
1016,354.96,36.826,36.826,3.8619,318.134,360,13.43,54.0,1000
1017,355.32,36.806,36.806,3.8619,318.514,360,13.42,54.0,1000
1018,355.68,36.786,36.786,3.8619,318.894,360,13.41,54.0,1000
1019,356.04,36.766,36.766,3.8619,319.274,360,13.39,54.0,1000
1020,356.4,36.746,36.746,3.8619,319.654,360,13.38,54.0,1000
1021,356.76,36.726,36.726,3.8619,320.034,360,13.37,54.0,1000
1022,357.12,36.706,36.706,3.8619,320.414,360,13.35,54.0,1000
1023,357.48,36.686,36.686,3.8619,320.794,360,13.34,54.0,1000
1024,357.84,36.666,36.666,3.8619,321.174,360,13.32,54.0,1000
1025,358.2,36.646,36.646,3.8619,321.554,360,13.31,54.0,1000
1026,358.56,36.626,36.626,3.8619,321.934,360,13.3,54.0,1000
1027,358.92,36.606,36.606,3.8619,322.314,360,13.28,54.0,1000
1028,359.28,36.586,36.586,3.8619,322.694,360,13.27,54.0,1000
1029,359.64,36.566,36.566,3.8619,323.074,360,13.25,54.0,1000
1030,360.0,36.546,36.546,3.8619,323.454,360,13.24,54.0,1000
1031,360.36,36.526,36.526,3.8619,323.834,360,13.23,54.0,1000
1032,360.72,36.506,36.506,3.8619,324.214,360,13.21,54.0,1000
1033,361.08,36.486,36.486,3.8619,324.594,360,13.2,54.0,1000
1034,361.44,36.466,36.466,3.8619,324.974,360,13.18,54.0,1000
1035,361.8,36.446,36.446,3.8619,325.354,360,13.17,54.0,1000
1036,362.16,36.426,36.426,3.8619,325.734,360,13.16,54.0,1000
1037,362.52,36.406,36.406,3.8619,326.114,360,13.14,54.0,1000
1038,362.88,36.386,36.386,3.8619,326.494,360,13.13,54.0,1000
1039,363.24,36.366,36.366,3.8619,326.874,360,13.11,54.0,1000
1040,363.6,36.346,36.346,3.8619,327.254,360,13.1,54.0,1000
1041,363.96,36.326,36.326,3.8619,327.634,360,13.08,54.0,1000
1042,364.32,36.306,36.306,3.8619,328.014,360,13.07,54.0,1000
1043,364.68,36.286,36.286,3.8619,328.394,360,13.05,54.0,1000
1044,365.04,36.266,36.266,3.8619,328.774,360,13.04,54.0,1000
1045,365.4,36.246,36.246,3.8619,329.154,360,13.02,54.0,1000
1046,365.76,36.226,36.226,3.8619,329.534,360,13.01,54.0,1000
1047,366.12,36.206,36.206,3.8619,329.914,360,12.99,54.0,1000
1048,366.48,36.186,36.186,3.8619,330.294,360,12.98,54.0,1000
1049,366.84,36.166,36.166,3.8619,330.674,360,12.96,54.0,1000
1050,367.2,36.146,36.146,3.8619,331.054,360,12.95,54.0,1000
1051,367.56,36.126,36.126,3.8619,331.434,360,12.93,54.0,1000
1052,367.92,36.106,36.106,3.8619,331.814,360,12.92,54.0,1000
1053,368.28,36.086,36.086,3.8619,332.194,360,12.9,54.0,1000
1054,368.64,36.066,36.066,3.8619,332.574,360,12.89,54.0,1000
1055,369.0,36.046,36.046,3.8619,332.954,360,12.87,54.0,1000
1056,369.36,36.026,36.026,3.8619,333.334,360,12.86,54.0,1000
1057,369.72,36.006,36.006,3.8619,333.714,360,12.84,54.0,1000
1058,370.08,35.986,35.986,3.8619,334.094,360,12.83,54.0,1000
1059,370.44,35.966,35.966,3.8619,334.474,360,12.81,54.0,1000
1060,370.8,35.946,35.946,3.8619,334.854,360,12.79,54.0,1000
1061,371.16,35.926,35.926,3.8619,335.234,360,12.78,54.0,1000
1062,371.52,35.906,35.906,3.8619,335.614,360,12.76,54.0,1000
1063,371.88,35.886,35.886,3.8619,335.994,360,12.75,54.0,1000
1064,372.24,35.866,35.866,3.8619,336.374,360,12.73,54.0,1000
1065,372.6,35.846,35.846,3.8619,336.754,360,12.72,54.0,1000
1066,372.96,35.826,35.826,3.8619,337.134,360,12.7,54.0,1000
1067,373.32,35.806,35.806,3.8619,337.514,360,12.68,54.0,1000
1068,373.68,35.786,35.786,3.8619,337.894,360,12.67,54.0,1000
1069,374.04,35.766,35.766,3.8619,338.274,360,12.65,54.0,1000
1070,374.4,35.746,35.746,3.8619,338.654,360,12.63,54.0,1000
1071,374.76,35.726,35.726,3.8619,339.034,360,12.62,54.0,1000
1072,375.12,35.706,35.706,3.8619,339.414,360,12.6,54.0,1000
1073,375.48,35.686,35.686,3.8619,339.794,360,12.59,54.0,1000
1074,375.84,35.666,35.666,3.8619,340.174,360,12.57,54.0,1000
1075,376.2,35.646,35.646,3.8619,340.554,360,12.55,54.0,1000
1076,376.56,35.626,35.626,3.8619,340.934,360,12.54,54.0,1000
1077,376.92,35.606,35.606,3.8619,341.314,360,12.52,54.0,1000
1078,377.28,35.586,35.586,3.8619,341.694,360,12.5,54.0,1000
1079,377.64,35.566,35.566,3.8619,342.074,360,12.49,54.0,1000
1080,378.0,35.546,35.546,3.8619,342.454,360,12.47,54.0,1000
1081,378.36,35.526,35.526,3.8619,342.834,360,12.45,54.0,1000
1082,378.72,35.506,35.506,3.8619,343.214,360,12.44,54.0,1000
1083,379.08,35.486,35.486,3.8619,343.594,360,12.42,54.0,1000
1084,379.44,35.466,35.466,3.8619,343.974,360,12.4,54.0,1000
1085,379.8,35.446,35.446,3.8619,344.354,360,12.39,54.0,1000
1086,380.16,35.426,35.426,3.8619,344.734,360,12.37,54.0,1000
1087,380.52,35.406,35.406,3.8619,345.114,360,12.35,54.0,1000
1088,380.88,35.386,35.386,3.8619,345.494,360,12.34,54.0,1000
1089,381.24,35.366,35.366,3.8619,345.874,360,12.32,54.0,1000
1090,381.6,35.346,35.346,3.8619,346.254,360,12.3,54.0,1000
1091,381.96,35.326,35.326,3.8619,346.634,360,12.28,54.0,1000
1092,382.32,35.306,35.306,3.8619,347.014,360,12.27,54.0,1000
1093,382.68,35.286,35.286,3.8619,347.394,360,12.25,54.0,1000
1094,383.04,35.266,35.266,3.8619,347.774,360,12.23,54.0,1000
1095,383.4,35.246,35.246,3.8619,348.154,360,12.22,54.0,1000
1096,383.76,35.226,35.226,3.8619,348.534,360,12.2,54.0,1000
1097,384.12,35.206,35.206,3.8619,348.914,360,12.18,54.0,1000
1098,384.48,35.186,35.186,3.8619,349.294,360,12.16,54.0,1000
1099,384.84,35.166,35.166,3.8619,349.674,360,12.15,54.0,1000
1100,385.2,35.146,35.146,3.8619,350.054,360,12.13,54.0,1000
1101,385.56,35.126,35.126,3.8619,350.434,360,12.11,54.0,1000
1102,385.92,35.106,35.106,3.8619,350.814,360,12.09,54.0,1000
1103,386.28,35.086,35.086,3.8619,351.194,360,12.07,54.0,1000
1104,386.64,35.066,35.066,3.8619,351.574,360,12.06,54.0,1000
1105,387.0,35.046,35.046,3.8619,351.954,360,12.04,54.0,1000
1106,387.36,35.026,35.026,3.8619,352.334,360,12.02,54.0,1000
1107,387.72,35.006,35.006,3.8619,352.714,360,12.0,54.0,1000
1108,388.08,34.986,34.986,3.8619,353.094,360,11.98,54.0,1000
1109,388.44,34.966,34.966,3.8619,353.474,360,11.97,54.0,1000
1110,388.8,34.946,34.946,3.8619,353.854,360,11.95,54.0,1000
1111,389.16,34.926,34.926,3.8619,354.234,360,11.93,54.0,1000
1112,389.52,34.906,34.906,3.8619,354.614,360,11.91,54.0,1000
1113,389.88,34.886,34.886,3.8619,354.994,360,11.89,54.0,1000
1114,390.24,34.866,34.866,3.8619,355.374,360,11.88,54.0,1000
1115,390.6,34.846,34.846,3.8619,355.754,360,11.86,54.0,1000
1116,390.96,34.826,34.826,3.8619,356.134,360,11.84,54.0,1000
1117,391.32,34.806,34.806,3.8619,356.514,360,11.82,54.0,1000
1118,391.68,34.786,34.786,3.8619,356.894,360,11.8,54.0,1000
1119,392.04,34.766,34.766,3.8619,357.274,360,11.78,54.0,1000
1120,392.4,34.746,34.746,3.8619,357.654,360,11.76,54.0,1000
1121,392.76,34.726,34.726,3.8619,358.034,360,11.75,54.0,1000
1122,393.12,34.706,34.706,3.8619,358.414,360,11.73,54.0,1000
1123,393.48,34.686,34.686,3.8619,358.794,360,11.71,54.0,1000
1124,393.84,34.666,34.666,3.8619,359.174,360,11.69,54.0,1000
1125,394.2,34.646,34.646,3.8619,359.554,360,11.67,54.0,1000
1126,394.56,34.626,34.626,3.8619,359.934,360,11.65,54.0,1000
1127,394.92,34.606,34.606,3.8619,360.314,360,11.63,54.0,1000
1128,395.28,34.586,34.586,3.8619,360.694,360,11.61,54.0,1000
1129,395.64,34.566,34.566,3.8619,361.074,360,11.6,54.0,1000
1130,396.0,34.546,34.546,3.8619,361.454,360,11.58,54.0,1000
1131,396.36,34.526,34.526,3.8619,361.834,360,11.56,54.0,1000
1132,396.72,34.506,34.506,3.8619,362.214,360,11.54,54.0,1000
1133,397.08,34.486,34.486,3.8619,362.594,360,11.52,54.0,1000
1134,397.44,34.466,34.466,3.8619,362.974,360,11.5,54.0,1000
1135,397.8,34.446,34.446,3.8619,363.354,360,11.48,54.0,1000
1136,398.16,34.426,34.426,3.8619,363.734,360,11.46,54.0,1000
1137,398.52,34.406,34.406,3.8619,364.114,360,11.44,54.0,1000
1138,398.88,34.386,34.386,3.8619,364.494,360,11.42,54.0,1000
1139,399.24,34.366,34.366,3.8619,364.874,360,11.4,54.0,1000
1140,399.6,34.346,34.346,3.8619,365.254,360,11.38,54.0,1000
1141,399.96,34.326,34.326,3.8619,365.634,360,11.36,54.0,1000
1142,400.32,34.306,34.306,3.8619,366.014,360,11.34,54.0,1000
1143,400.68,34.286,34.286,3.8619,366.394,360,11.32,54.0,1000
1144,401.04,34.266,34.266,3.8619,366.774,360,11.3,54.0,1000
1145,401.4,34.246,34.246,3.8619,367.154,360,11.28,54.0,1000
1146,401.76,34.226,34.226,3.8619,367.534,360,11.27,54.0,1000
1147,402.12,34.206,34.206,3.8619,367.914,360,11.25,54.0,1000
1148,402.48,34.186,34.186,3.8619,368.294,360,11.23,54.0,1000
1149,402.84,34.166,34.166,3.8619,368.674,360,11.21,54.0,1000
1150,403.2,34.146,34.146,3.8619,369.054,360,11.19,54.0,1000
1151,403.56,34.126,34.126,3.8619,369.434,360,11.17,54.0,1000
1152,403.92,34.106,34.106,3.8619,369.814,360,11.15,54.0,1000
1153,404.28,34.086,34.086,3.8619,370.194,360,11.13,54.0,1000
1154,404.64,34.066,34.066,3.8619,370.574,360,11.11,54.0,1000
1155,405.0,34.046,34.046,3.8619,370.954,360,11.09,54.0,1000
1156,405.36,34.026,34.026,3.8619,371.334,360,11.06,54.0,1000
1157,405.72,34.006,34.006,3.8619,371.714,360,11.04,54.0,1000
1158,406.08,33.986,33.986,3.8619,372.094,360,11.02,54.0,1000
1159,406.44,33.966,33.966,3.8619,372.474,360,11.0,54.0,1000
1160,406.8,33.946,33.946,3.8619,372.854,360,10.98,54.0,1000
1161,407.16,33.926,33.926,3.8619,373.234,360,10.96,54.0,1000
1162,407.52,33.906,33.906,3.8619,373.614,360,10.94,54.0,1000
1163,407.88,33.886,33.886,3.8619,373.994,360,10.92,54.0,1000
1164,408.24,33.866,33.866,3.8619,374.374,360,10.9,54.0,1000
1165,408.6,33.846,33.846,3.8619,374.754,360,10.88,54.0,1000
1166,408.96,33.826,33.826,3.8619,375.134,360,10.86,54.0,1000
1167,409.32,33.806,33.806,3.8619,375.514,360,10.84,54.0,1000
1168,409.68,33.786,33.786,3.8619,375.894,360,10.82,54.0,1000
1169,410.04,33.766,33.766,3.8619,376.274,360,10.8,54.0,1000
1170,410.4,33.746,33.746,3.8619,376.654,360,10.78,54.0,1000
1171,410.76,33.726,33.726,3.8619,377.034,360,10.76,54.0,1000
1172,411.12,33.706,33.706,3.8619,377.414,360,10.74,54.0,1000
1173,411.48,33.686,33.686,3.8619,377.794,360,10.71,54.0,1000
1174,411.84,33.666,33.666,3.8619,378.174,360,10.69,54.0,1000
1175,412.2,33.646,33.646,3.8619,378.554,360,10.67,54.0,1000
1176,412.56,33.626,33.626,3.8619,378.934,360,10.65,54.0,1000
1177,412.92,33.606,33.606,3.8619,379.314,360,10.63,54.0,1000
1178,413.28,33.586,33.586,3.8619,379.694,360,10.61,54.0,1000
1179,413.64,33.566,33.566,3.8619,380.074,360,10.59,54.0,1000
1180,414.0,33.546,33.546,3.8619,380.454,360,10.57,54.0,1000
1181,414.36,33.526,33.526,3.8619,380.834,360,10.54,54.0,1000
1182,414.72,33.506,33.506,3.8619,381.214,360,10.52,54.0,1000
1183,415.08,33.486,33.486,3.8619,381.594,360,10.5,54.0,1000
1184,415.44,33.466,33.466,3.8619,381.974,360,10.48,54.0,1000
1185,415.8,33.446,33.446,3.8619,382.354,360,10.46,54.0,1000
1186,416.16,33.426,33.426,3.8619,382.734,360,10.44,54.0,1000
1187,416.52,33.406,33.406,3.8619,383.114,360,10.42,54.0,1000
1188,416.88,33.386,33.386,3.8619,383.494,360,10.39,54.0,1000
1189,417.24,33.366,33.366,3.8619,383.874,360,10.37,54.0,1000
1190,417.6,33.346,33.346,3.8619,384.254,360,10.35,54.0,1000
1191,417.96,33.326,33.326,3.8619,384.634,360,10.33,54.0,1000
1192,418.32,33.306,33.306,3.8619,385.014,360,10.31,54.0,1000
1193,418.68,33.286,33.286,3.8619,385.394,360,10.29,54.0,1000
1194,419.04,33.266,33.266,3.8619,385.774,360,10.26,54.0,1000
1195,419.4,33.246,33.246,3.8619,386.154,360,10.24,54.0,1000
1196,419.76,33.226,33.226,3.8619,386.534,360,10.22,54.0,1000
1197,420.12,33.206,33.206,3.8619,386.914,360,10.2,54.0,1000
1198,420.48,33.186,33.186,3.8619,387.294,360,10.18,54.0,1000
1199,420.84,33.166,33.166,3.8619,387.674,360,10.15,54.0,1000
1200,421.2,33.146,33.146,3.8619,388.054,360,10.13,54.0,1000
1201,421.56,33.126,33.126,3.8619,388.434,360,10.11,54.0,1000
1202,421.92,33.106,33.106,3.8619,388.814,360,10.09,54.0,1000
1203,422.28,33.086,33.086,3.8619,389.194,360,10.07,54.0,1000
1204,422.64,33.066,33.066,3.8619,389.574,360,10.04,54.0,1000
1205,423.0,33.046,33.046,3.8619,389.954,360,10.02,54.0,1000
1206,423.36,33.026,33.026,3.8619,390.334,360,10.0,54.0,1000
1207,423.72,33.006,33.006,3.8619,390.714,360,9.98,54.0,1000
1208,424.08,32.986,32.986,3.8619,391.094,360,9.95,54.0,1000
1209,424.44,32.966,32.966,3.8619,391.474,360,9.93,54.0,1000
1210,424.8,32.946,32.946,3.8619,391.854,360,9.91,54.0,1000
1211,425.16,32.926,32.926,3.8619,392.234,360,9.89,54.0,1000
1212,425.52,32.906,32.906,3.8619,392.614,360,9.86,54.0,1000
1213,425.88,32.886,32.886,3.8619,392.994,360,9.84,54.0,1000
1214,426.24,32.866,32.866,3.8619,393.374,360,9.82,54.0,1000
1215,426.6,32.846,32.846,3.8619,393.754,360,9.8,54.0,1000
1216,426.96,32.826,32.826,3.8619,394.134,360,9.77,54.0,1000
1217,427.32,32.806,32.806,3.8619,394.514,360,9.75,54.0,1000
1218,427.68,32.786,32.786,3.8619,394.894,360,9.73,54.0,1000
1219,428.04,32.766,32.766,3.8619,395.274,360,9.7,54.0,1000
1220,428.4,32.746,32.746,3.8619,395.654,360,9.68,54.0,1000
1221,428.76,32.726,32.726,3.8619,396.034,360,9.66,54.0,1000
1222,429.12,32.706,32.706,3.8619,396.414,360,9.64,54.0,1000
1223,429.48,32.686,32.686,3.8619,396.794,360,9.61,54.0,1000
1224,429.84,32.666,32.666,3.8619,397.174,360,9.59,54.0,1000
1225,430.2,32.646,32.646,3.8619,397.554,360,9.57,54.0,1000
1226,430.56,32.626,32.626,3.8619,397.934,360,9.54,54.0,1000
1227,430.92,32.606,32.606,3.8619,398.314,360,9.52,54.0,1000
1228,431.28,32.586,32.586,3.8619,398.694,360,9.5,54.0,1000
1229,431.64,32.566,32.566,3.8619,399.074,360,9.47,54.0,1000
1230,432.0,32.546,32.546,3.8619,399.454,360,9.45,54.0,1000
1231,432.36,32.526,32.526,3.8619,399.834,360,9.43,54.0,1000
1232,432.72,32.506,32.506,3.8619,400.214,360,9.4,54.0,1000
1233,433.08,32.486,32.486,3.8619,400.594,360,9.38,54.0,1000
1234,433.44,32.466,32.466,3.8619,400.974,360,9.36,54.0,1000
1235,433.8,32.446,32.446,3.8619,401.354,360,9.33,54.0,1000
1236,434.16,32.426,32.426,3.8619,401.734,360,9.31,54.0,1000
1237,434.52,32.406,32.406,3.8619,402.114,360,9.29,54.0,1000
1238,434.88,32.386,32.386,3.8619,402.494,360,9.26,54.0,1000
1239,435.24,32.366,32.366,3.8619,402.874,360,9.24,54.0,1000
1240,435.6,32.346,32.346,3.8619,403.254,360,9.22,54.0,1000
1241,435.96,32.326,32.326,3.8619,403.634,360,9.19,54.0,1000
1242,436.32,32.306,32.306,3.8619,404.014,360,9.17,54.0,1000
1243,436.68,32.286,32.286,3.8619,404.394,360,9.14,54.0,1000
1244,437.04,32.266,32.266,3.8619,404.774,360,9.12,54.0,1000
1245,437.4,32.246,32.246,3.8619,405.154,360,9.1,54.0,1000
1246,437.76,32.226,32.226,3.8619,405.534,360,9.07,54.0,1000
1247,438.12,32.206,32.206,3.8619,405.914,360,9.05,54.0,1000
1248,438.48,32.186,32.186,3.8619,406.294,360,9.03,54.0,1000
1249,438.84,32.166,32.166,3.8619,406.674,360,9.0,54.0,1000
1250,439.2,32.146,32.146,3.8619,407.054,360,8.98,54.0,1000
1251,439.56,32.126,32.126,3.8619,407.434,360,8.95,54.0,1000
1252,439.92,32.106,32.106,3.8619,407.814,360,8.93,54.0,1000
1253,440.28,32.086,32.086,3.8619,408.194,360,8.9,54.0,1000
1254,440.64,32.066,32.066,3.8619,408.574,360,8.88,54.0,1000
1255,441.0,32.046,32.046,3.8619,408.954,360,8.86,54.0,1000
1256,441.36,32.026,32.026,3.8619,409.334,360,8.83,54.0,1000
1257,441.72,32.006,32.006,3.8619,409.714,360,8.81,54.0,1000
1258,442.08,31.986,31.986,3.8619,410.094,360,8.78,54.0,1000
1259,442.44,31.966,31.966,3.8619,410.474,360,8.76,54.0,1000
1260,442.8,31.946,31.946,3.8619,410.854,360,8.73,54.0,1000
1261,443.16,31.926,31.926,3.8619,411.234,360,8.71,54.0,1000
1262,443.52,31.906,31.906,3.8619,411.614,360,8.69,54.0,1000
1263,443.88,31.886,31.886,3.8619,411.994,360,8.66,54.0,1000
1264,444.24,31.866,31.866,3.8619,412.374,360,8.64,54.0,1000
1265,444.6,31.846,31.846,3.8619,412.754,360,8.61,54.0,1000
1266,444.96,31.826,31.826,3.8619,413.134,360,8.59,54.0,1000
1267,445.32,31.806,31.806,3.8619,413.514,360,8.56,54.0,1000
1268,445.68,31.786,31.786,3.8619,413.894,360,8.54,54.0,1000
1269,446.04,31.766,31.766,3.8619,414.274,360,8.51,54.0,1000
1270,446.4,31.746,31.746,3.8619,414.654,360,8.49,54.0,1000
1271,446.76,31.726,31.726,3.8619,415.034,360,8.46,54.0,1000
1272,447.12,31.706,31.706,3.8619,415.414,360,8.44,54.0,1000
1273,447.48,31.686,31.686,3.8619,415.794,360,8.41,54.0,1000
1274,447.84,31.666,31.666,3.8619,416.174,360,8.39,54.0,1000
1275,448.2,31.646,31.646,3.8619,416.554,360,8.37,54.0,1000
1276,448.56,31.626,31.626,3.8619,416.934,360,8.34,54.0,1000
1277,448.92,31.606,31.606,3.8619,417.314,360,8.32,54.0,1000
1278,449.28,31.586,31.586,3.8619,417.694,360,8.29,54.0,1000
1279,449.64,31.566,31.566,3.8619,418.074,360,8.27,54.0,1000
1280,450.0,31.546,31.546,3.8619,418.454,360,8.24,54.0,1000
1281,450.36,31.526,31.526,3.8619,418.834,360,8.22,54.0,1000
1282,450.72,31.506,31.506,3.8619,419.214,360,8.19,54.0,1000
1283,451.08,31.486,31.486,3.8619,419.594,360,8.16,54.0,1000
1284,451.44,31.466,31.466,3.8619,419.974,360,8.14,54.0,1000
1285,451.8,31.446,31.446,3.8619,420.354,360,8.11,54.0,1000
1286,452.16,31.426,31.426,3.8619,420.734,360,8.09,54.0,1000
1287,452.52,31.406,31.406,3.8619,421.114,360,8.06,54.0,1000
1288,452.88,31.386,31.386,3.8619,421.494,360,8.04,54.0,1000
1289,453.24,31.366,31.366,3.8619,421.874,360,8.01,54.0,1000
1290,453.6,31.346,31.346,3.8619,422.254,360,7.99,54.0,1000
1291,453.96,31.326,31.326,3.8619,422.634,360,7.96,54.0,1000
1292,454.32,31.306,31.306,3.8619,423.014,360,7.94,54.0,1000
1293,454.68,31.286,31.286,3.8619,423.394,360,7.91,54.0,1000
1294,455.04,31.266,31.266,3.8619,423.774,360,7.89,54.0,1000
1295,455.4,31.246,31.246,3.8619,424.154,360,7.86,54.0,1000
1296,455.76,31.226,31.226,3.8619,424.534,360,7.84,54.0,1000
1297,456.12,31.206,31.206,3.8619,424.914,360,7.81,54.0,1000
1298,456.48,31.186,31.186,3.8619,425.294,360,7.78,54.0,1000
1299,456.84,31.166,31.166,3.8619,425.674,360,7.76,54.0,1000
1300,457.2,31.146,31.146,3.8619,426.054,360,7.73,54.0,1000
1301,457.56,31.126,31.126,3.8619,426.434,360,7.71,54.0,1000
1302,457.92,31.106,31.106,3.8619,426.814,360,7.68,54.0,1000
1303,458.28,31.086,31.086,3.8619,427.194,360,7.66,54.0,1000
1304,458.64,31.066,31.066,3.8619,427.574,360,7.63,54.0,1000
1305,459.0,31.046,31.046,3.8619,427.954,360,7.6,54.0,1000
1306,459.36,31.026,31.026,3.8619,428.334,360,7.58,54.0,1000
1307,459.72,31.006,31.006,3.8619,428.714,360,7.55,54.0,1000
1308,460.08,30.986,30.986,3.8619,429.094,360,7.53,54.0,1000
1309,460.44,30.966,30.966,3.8619,429.474,360,7.5,54.0,1000
1310,460.8,30.946,30.946,3.8619,429.854,360,7.47,54.0,1000
1311,461.16,30.926,30.926,3.8619,430.234,360,7.45,54.0,1000
1312,461.52,30.906,30.906,3.8619,430.614,360,7.42,54.0,1000
1313,461.88,30.886,30.886,3.8619,430.994,360,7.4,54.0,1000
1314,462.24,30.866,30.866,3.8619,431.374,360,7.37,54.0,1000
1315,462.6,30.846,30.846,3.8619,431.754,360,7.34,54.0,1000
1316,462.96,30.826,30.826,3.8619,432.134,360,7.32,54.0,1000
1317,463.32,30.806,30.806,3.8619,432.514,360,7.29,54.0,1000
1318,463.68,30.786,30.786,3.8619,432.894,360,7.26,54.0,1000
1319,464.04,30.766,30.766,3.8619,433.274,360,7.24,54.0,1000
1320,464.4,30.746,30.746,3.8619,433.654,360,7.21,54.0,1000
1321,464.76,30.726,30.726,3.8619,434.034,360,7.19,54.0,1000
1322,465.12,30.706,30.706,3.8619,434.414,360,7.16,54.0,1000
1323,465.48,30.686,30.686,3.8619,434.794,360,7.13,54.0,1000
1324,465.84,30.666,30.666,3.8619,435.174,360,7.11,54.0,1000
1325,466.2,30.646,30.646,3.8619,435.554,360,7.08,54.0,1000
1326,466.56,30.626,30.626,3.8619,435.934,360,7.05,54.0,1000
1327,466.92,30.606,30.606,3.8619,436.314,360,7.03,54.0,1000
1328,467.28,30.586,30.586,3.8619,436.694,360,7.0,54.0,1000
1329,467.64,30.566,30.566,3.8619,437.074,360,6.97,54.0,1000
1330,468.0,30.546,30.546,3.8619,437.454,360,6.95,54.0,1000
1331,468.36,30.526,30.526,3.8619,437.834,360,6.92,54.0,1000
1332,468.72,30.506,30.506,3.8619,438.214,360,6.89,54.0,1000
1333,469.08,30.486,30.486,3.8619,438.594,360,6.87,54.0,1000
1334,469.44,30.466,30.466,3.8619,438.974,360,6.84,54.0,1000
1335,469.8,30.446,30.446,3.8619,439.354,360,6.81,54.0,1000
1336,470.16,30.426,30.426,3.8619,439.734,360,6.79,54.0,1000
1337,470.52,30.406,30.406,3.8619,440.114,360,6.76,54.0,1000
1338,470.88,30.386,30.386,3.8619,440.494,360,6.73,54.0,1000
1339,471.24,30.366,30.366,3.8619,440.874,360,6.71,54.0,1000
1340,471.6,30.346,30.346,3.8619,441.254,360,6.68,54.0,1000
1341,471.96,30.326,30.326,3.8619,441.634,360,6.65,54.0,1000
1342,472.32,30.306,30.306,3.8619,442.014,360,6.63,54.0,1000
1343,472.68,30.286,30.286,3.8619,442.394,360,6.6,54.0,1000
1344,473.04,30.266,30.266,3.8619,442.774,360,6.57,54.0,1000
1345,473.4,30.246,30.246,3.8619,443.154,360,6.55,54.0,1000
1346,473.76,30.226,30.226,3.8619,443.534,360,6.52,54.0,1000
1347,474.12,30.206,30.206,3.8619,443.914,360,6.49,54.0,1000
1348,474.48,30.186,30.186,3.8619,444.294,360,6.46,54.0,1000
1349,474.84,30.166,30.166,3.8619,444.674,360,6.44,54.0,1000
1350,475.2,30.146,30.146,3.8619,445.054,360,6.41,54.0,1000
1351,475.56,30.126,30.126,3.8619,445.434,360,6.38,54.0,1000
1352,475.92,30.106,30.106,3.8619,445.814,360,6.36,54.0,1000
1353,476.28,30.086,30.086,3.8619,446.194,360,6.33,54.0,1000
1354,476.64,30.066,30.066,3.8619,446.574,360,6.3,54.0,1000
1355,477.0,30.046,30.046,3.8619,446.954,360,6.27,54.0,1000
1356,477.36,30.026,30.026,3.8619,447.334,360,6.25,54.0,1000
1357,477.72,30.006,30.006,3.8619,447.714,360,6.22,54.0,1000
1358,478.08,29.986,29.986,3.8619,448.094,360,6.19,54.0,1000
1359,478.44,29.966,29.966,3.8619,448.474,360,6.17,54.0,1000
1360,478.8,29.946,29.946,3.8619,448.854,360,6.14,54.0,1000
1361,479.16,29.926,29.926,3.8619,449.234,360,6.11,54.0,1000
1362,479.52,29.906,29.906,3.8619,449.614,360,6.08,54.0,1000
1363,479.88,29.886,29.886,3.8619,449.994,360,6.06,54.0,1000
1364,480.24,29.866,29.866,3.8619,450.374,360,6.03,54.0,1000
1365,480.6,29.846,29.846,3.8619,450.754,360,6.0,54.0,1000
1366,480.96,29.826,29.826,3.8619,451.134,360,5.97,54.0,1000
1367,481.32,29.806,29.806,3.8619,451.514,360,5.95,54.0,1000
