timestamp_ms,target_pos,sensor_pos,real_arm_pos,belt_stretch,error,velocity_cmd,torque_load,torque_total_req,hz
2980,720.0,53.946,53.946,3.8619,666.054,360,-4.76,54.0,1000
2981,720.0,53.966,53.966,3.8619,666.034,360,-4.74,54.0,1000
2982,720.0,53.986,53.986,3.8619,666.014,360,-4.71,54.0,1000
2983,720.0,54.006,54.006,3.8619,665.994,360,-4.68,54.0,1000
2984,720.0,54.026,54.026,3.8619,665.974,360,-4.65,54.0,1000
2985,720.0,54.046,54.046,3.8619,665.954,360,-4.62,54.0,1000
2986,720.0,54.066,54.066,3.8619,665.934,360,-4.59,54.0,1000
2987,720.0,54.086,54.086,3.8619,665.914,360,-4.56,54.0,1000
2988,720.0,54.106,54.106,3.8619,665.894,360,-4.54,54.0,1000
2989,720.0,54.126,54.126,3.8619,665.874,360,-4.51,54.0,1000
2990,720.0,54.146,54.146,3.8619,665.854,360,-4.48,54.0,1000
2991,720.0,54.166,54.166,3.8619,665.834,360,-4.45,54.0,1000
2992,720.0,54.186,54.186,3.8619,665.814,360,-4.42,54.0,1000
2993,720.0,54.206,54.206,3.8619,665.794,360,-4.39,54.0,1000
2994,720.0,54.226,54.226,3.8619,665.774,360,-4.36,54.0,1000
2995,720.0,54.246,54.246,3.8619,665.754,360,-4.34,54.0,1000
2996,720.0,54.266,54.266,3.8619,665.734,360,-4.31,54.0,1000
2997,720.0,54.286,54.286,3.8619,665.714,360,-4.28,54.0,1000
2998,720.0,54.306,54.306,3.8619,665.694,360,-4.25,54.0,1000
2999,720.0,54.326,54.326,3.8619,665.674,360,-4.22,54.0,1000
3000,720.0,54.346,54.346,3.8619,665.654,360,-4.19,54.0,1000
3001,720.0,54.366,54.366,3.8619,665.634,360,-4.16,54.0,1000
3002,720.0,54.386,54.386,3.8619,665.614,360,-4.13,54.0,1000
3003,720.0,54.406,54.406,3.8619,665.594,360,-4.1,54.0,1000
3004,720.0,54.426,54.426,3.8619,665.574,360,-4.08,54.0,1000
3005,720.0,54.446,54.446,3.8619,665.554,360,-4.05,54.0,1000
3006,720.0,54.466,54.466,3.8619,665.534,360,-4.02,54.0,1000
3007,720.0,54.486,54.486,3.8619,665.514,360,-3.99,54.0,1000
3008,720.0,54.506,54.506,3.8619,665.494,360,-3.96,54.0,1000
3009,720.0,54.526,54.526,3.8619,665.474,360,-3.93,54.0,1000
3010,720.0,54.546,54.546,3.8619,665.454,360,-3.9,54.0,1000
3011,720.0,54.566,54.566,3.8619,665.434,360,-3.87,54.0,1000
3012,720.0,54.586,54.586,3.8619,665.414,360,-3.84,54.0,1000
3013,720.0,54.606,54.606,3.8619,665.394,360,-3.82,54.0,1000
3014,720.0,54.626,54.626,3.8619,665.374,360,-3.79,54.0,1000
3015,720.0,54.646,54.646,3.8619,665.354,360,-3.76,54.0,1000
3016,720.0,54.666,54.666,3.8619,665.334,360,-3.73,54.0,1000
3017,720.0,54.686,54.686,3.8619,665.314,360,-3.7,54.0,1000
3018,720.0,54.706,54.706,3.8619,665.294,360,-3.67,54.0,1000
3019,720.0,54.726,54.726,3.8619,665.274,360,-3.64,54.0,1000
3020,720.0,54.746,54.746,3.8619,665.254,360,-3.61,54.0,1000
3021,720.0,54.766,54.766,3.8619,665.234,360,-3.58,54.0,1000
3022,720.0,54.786,54.786,3.8619,665.214,360,-3.55,54.0,1000
3023,720.0,54.806,54.806,3.8619,665.194,360,-3.52,54.0,1000
3024,720.0,54.826,54.826,3.8619,665.174,360,-3.5,54.0,1000
3025,720.0,54.846,54.846,3.8619,665.154,360,-3.47,54.0,1000
3026,720.0,54.866,54.866,3.8619,665.134,360,-3.44,54.0,1000
3027,720.0,54.886,54.886,3.8619,665.114,360,-3.41,54.0,1000
3028,720.0,54.906,54.906,3.8619,665.094,360,-3.38,54.0,1000
3029,720.0,54.926,54.926,3.8619,665.074,360,-3.35,54.0,1000
3030,720.0,54.946,54.946,3.8619,665.054,360,-3.32,54.0,1000
3031,720.0,54.966,54.966,3.8619,665.034,360,-3.29,54.0,1000
3032,720.0,54.986,54.986,3.8619,665.014,360,-3.26,54.0,1000
3033,720.0,55.006,55.006,3.8619,664.994,360,-3.23,54.0,1000
3034,720.0,55.026,55.026,3.8619,664.974,360,-3.2,54.0,1000
3035,720.0,55.046,55.046,3.8619,664.954,360,-3.17,54.0,1000
3036,720.0,55.066,55.066,3.8619,664.934,360,-3.14,54.0,1000
3037,720.0,55.086,55.086,3.8619,664.914,360,-3.11,54.0,1000
3038,720.0,55.106,55.106,3.8619,664.894,360,-3.09,54.0,1000
3039,720.0,55.126,55.126,3.8619,664.874,360,-3.06,54.0,1000
3040,720.0,55.146,55.146,3.8619,664.854,360,-3.03,54.0,1000
3041,720.0,55.166,55.166,3.8619,664.834,360,-3.0,54.0,1000
3042,720.0,55.186,55.186,3.8619,664.814,360,-2.97,54.0,1000
3043,720.0,55.206,55.206,3.8619,664.794,360,-2.94,54.0,1000
3044,720.0,55.226,55.226,3.8619,664.774,360,-2.91,54.0,1000
3045,720.0,55.246,55.246,3.8619,664.754,360,-2.88,54.0,1000
3046,720.0,55.266,55.266,3.8619,664.734,360,-2.85,54.0,1000
3047,720.0,55.286,55.286,3.8619,664.714,360,-2.82,54.0,1000
3048,720.0,55.306,55.306,3.8619,664.694,360,-2.79,54.0,1000
3049,720.0,55.326,55.326,3.8619,664.674,360,-2.76,54.0,1000
3050,720.0,55.346,55.346,3.8619,664.654,360,-2.73,54.0,1000
3051,720.0,55.366,55.366,3.8619,664.634,360,-2.7,54.0,1000
3052,720.0,55.386,55.386,3.8619,664.614,360,-2.67,54.0,1000
3053,720.0,55.406,55.406,3.8619,664.594,360,-2.64,54.0,1000
3054,720.0,55.426,55.426,3.8619,664.574,360,-2.61,54.0,1000
3055,720.0,55.446,55.446,3.8619,664.554,360,-2.58,54.0,1000
3056,720.0,55.466,55.466,3.8619,664.534,360,-2.56,54.0,1000
3057,720.0,55.486,55.486,3.8619,664.514,360,-2.53,54.0,1000
3058,720.0,55.506,55.506,3.8619,664.494,360,-2.5,54.0,1000
3059,720.0,55.526,55.526,3.8619,664.474,360,-2.47,54.0,1000
3060,720.0,55.546,55.546,3.8619,664.454,360,-2.44,54.0,1000
3061,720.0,55.566,55.566,3.8619,664.434,360,-2.41,54.0,1000
3062,720.0,55.586,55.586,3.8619,664.414,360,-2.38,54.0,1000
3063,720.0,55.606,55.606,3.8619,664.394,360,-2.35,54.0,1000
3064,720.0,55.626,55.626,3.8619,664.374,360,-2.32,54.0,1000
3065,720.0,55.646,55.646,3.8619,664.354,360,-2.29,54.0,1000
3066,720.0,55.666,55.666,3.8619,664.334,360,-2.26,54.0,1000
3067,720.0,55.686,55.686,3.8619,664.314,360,-2.23,54.0,1000
3068,720.0,55.706,55.706,3.8619,664.294,360,-2.2,54.0,1000
3069,720.0,55.726,55.726,3.8619,664.274,360,-2.17,54.0,1000
3070,720.0,55.746,55.746,3.8619,664.254,360,-2.14,54.0,1000
3071,720.0,55.766,55.766,3.8619,664.234,360,-2.11,54.0,1000
3072,720.0,55.786,55.786,3.8619,664.214,360,-2.08,54.0,1000
3073,720.0,55.806,55.806,3.8619,664.194,360,-2.05,54.0,1000
3074,720.0,55.826,55.826,3.8619,664.174,360,-2.02,54.0,1000
3075,720.0,55.846,55.846,3.8619,664.154,360,-1.99,54.0,1000
3076,720.0,55.866,55.866,3.8619,664.134,360,-1.96,54.0,1000
3077,720.0,55.886,55.886,3.8619,664.114,360,-1.93,54.0,1000
3078,720.0,55.906,55.906,3.8619,664.094,360,-1.9,54.0,1000
3079,720.0,55.926,55.926,3.8619,664.074,360,-1.87,54.0,1000
3080,720.0,55.946,55.946,3.8619,664.054,360,-1.84,54.0,1000
3081,720.0,55.966,55.966,3.8619,664.034,360,-1.81,54.0,1000
3082,720.0,55.986,55.986,3.8619,664.014,360,-1.78,54.0,1000
3083,720.0,56.006,56.006,3.8619,663.994,360,-1.75,54.0,1000
3084,720.0,56.026,56.026,3.8619,663.974,360,-1.72,54.0,1000
3085,720.0,56.046,56.046,3.8619,663.954,360,-1.69,54.0,1000
3086,720.0,56.066,56.066,3.8619,663.934,360,-1.66,54.0,1000
3086,720.0,56.086,56.086,3.8619,663.914,360,-1.63,54.0,1000
3088,720.0,56.106,56.106,3.8619,663.894,360,-1.6,54.0,1000
3089,720.0,56.126,56.126,3.8619,663.874,360,-1.57,54.0,1000
3090,720.0,56.146,56.146,3.8619,663.854,360,-1.55,54.0,1000
3091,720.0,56.166,56.166,3.8619,663.834,360,-1.52,54.0,1000
3092,720.0,56.186,56.186,3.8619,663.814,360,-1.49,54.0,1000
3093,720.0,56.206,56.206,3.8619,663.794,360,-1.46,54.0,1000
3094,720.0,56.226,56.226,3.8619,663.774,360,-1.43,54.0,1000
3094,720.0,56.246,56.246,3.8619,663.754,360,-1.4,54.0,1000
3096,720.0,56.266,56.266,3.8619,663.734,360,-1.37,54.0,1000
3097,720.0,56.286,56.286,3.8619,663.714,360,-1.34,54.0,1000
3098,720.0,56.306,56.306,3.8619,663.694,360,-1.31,54.0,1000
3099,720.0,56.326,56.326,3.8619,663.674,360,-1.28,54.0,1000
3100,720.0,56.346,56.346,3.8619,663.654,360,-1.25,54.0,1000
3101,720.0,56.366,56.366,3.8619,663.634,360,-1.22,54.0,1000
3102,720.0,56.386,56.386,3.8619,663.614,360,-1.19,54.0,1000
3102,720.0,56.406,56.406,3.8619,663.594,360,-1.16,54.0,1000
3104,720.0,56.426,56.426,3.8619,663.574,360,-1.13,54.0,1000
3105,720.0,56.446,56.446,3.8619,663.554,360,-1.1,54.0,1000
3106,720.0,56.466,56.466,3.8619,663.534,360,-1.07,54.0,1000
3107,720.0,56.486,56.486,3.8619,663.514,360,-1.04,54.0,1000
3108,720.0,56.506,56.506,3.8619,663.494,360,-1.01,54.0,1000
3109,720.0,56.526,56.526,3.8619,663.474,360,-0.98,54.0,1000
3110,720.0,56.546,56.546,3.8619,663.454,360,-0.95,54.0,1000
3110,720.0,56.566,56.566,3.8619,663.434,360,-0.92,54.0,1000
3112,720.0,56.586,56.586,3.8619,663.414,360,-0.89,54.0,1000
3113,720.0,56.606,56.606,3.8619,663.394,360,-0.86,54.0,1000
3114,720.0,56.626,56.626,3.8619,663.374,360,-0.83,54.0,1000
3115,720.0,56.646,56.646,3.8619,663.354,360,-0.8,54.0,1000
3116,720.0,56.666,56.666,3.8619,663.334,360,-0.77,54.0,1000
3117,720.0,56.686,56.686,3.8619,663.314,360,-0.74,54.0,1000
3118,720.0,56.706,56.706,3.8619,663.294,360,-0.71,54.0,1000
3119,720.0,56.726,56.726,3.8619,663.274,360,-0.68,54.0,1000
3120,720.0,56.746,56.746,3.8619,663.254,360,-0.65,54.0,1000
3121,720.0,56.766,56.766,3.8619,663.234,360,-0.62,54.0,1000
3122,720.0,56.786,56.786,3.8619,663.214,360,-0.59,54.0,1000
3123,720.0,56.806,56.806,3.8619,663.194,360,-0.56,54.0,1000
3124,720.0,56.826,56.826,3.8619,663.174,360,-0.53,54.0,1000
3125,720.0,56.846,56.846,3.8619,663.154,360,-0.5,54.0,1000
3126,720.0,56.866,56.866,3.8619,663.134,360,-0.47,54.0,1000
3127,720.0,56.886,56.886,3.8619,663.114,360,-0.44,54.0,1000
3128,720.0,56.906,56.906,3.8619,663.094,360,-0.41,54.0,1000
3129,720.0,56.926,56.926,3.8619,663.074,360,-0.38,54.0,1000
3130,720.0,56.946,56.946,3.8619,663.054,360,-0.35,54.0,1000
3131,720.0,56.966,56.966,3.8619,663.034,360,-0.32,54.0,1000
3132,720.0,56.986,56.986,3.8619,663.014,360,-0.29,54.0,1000
3133,720.0,57.006,57.006,3.8619,662.994,360,-0.26,54.0,1000
3134,720.0,57.026,57.026,3.8619,662.974,360,-0.23,54.0,1000
3135,720.0,57.046,57.046,3.8619,662.954,360,-0.2,54.0,1000
3136,720.0,57.066,57.066,3.8619,662.934,360,-0.17,54.0,1000
3137,720.0,57.086,57.086,3.8619,662.914,360,-0.14,54.0,1000
3138,720.0,57.106,57.106,3.8619,662.894,360,-0.11,54.0,1000
3139,720.0,57.126,57.126,3.8619,662.874,360,-0.08,54.0,1000
3140,720.0,57.146,57.146,3.8619,662.854,360,-0.05,54.0,1000
3141,720.0,57.166,57.166,3.8619,662.834,360,-0.02,54.0,1000
3142,720.0,57.146,57.146,3.8619,662.854,360,0.01,54.0,1000
3143,720.0,57.126,57.126,3.8619,662.874,360,0.04,54.0,1000
3144,720.0,57.106,57.106,3.8619,662.894,360,0.07,54.0,1000
3145,720.0,57.086,57.086,3.8619,662.914,360,0.1,54.0,1000
3146,720.0,57.066,57.066,3.8619,662.934,360,0.13,54.0,1000
3147,720.0,57.046,57.046,3.8619,662.954,360,0.16,54.0,1000
3148,720.0,57.026,57.026,3.8619,662.974,360,0.19,54.0,1000
3149,720.0,57.006,57.006,3.8619,662.994,360,0.22,54.0,1000
3150,720.0,56.986,56.986,3.8619,663.014,360,0.25,54.0,1000
3151,720.0,56.966,56.966,3.8619,663.034,360,0.28,54.0,1000
3152,720.0,56.946,56.946,3.8619,663.054,360,0.31,54.0,1000
3153,720.0,56.926,56.926,3.8619,663.074,360,0.34,54.0,1000
3154,720.0,56.906,56.906,3.8619,663.094,360,0.37,54.0,1000
3155,720.0,56.886,56.886,3.8619,663.114,360,0.4,54.0,1000
3156,720.0,56.866,56.866,3.8619,663.134,360,0.43,54.0,1000
3157,720.0,56.846,56.846,3.8619,663.154,360,0.46,54.0,1000
3158,720.0,56.826,56.826,3.8619,663.174,360,0.49,54.0,1000
3159,720.0,56.806,56.806,3.8619,663.194,360,0.52,54.0,1000
3160,720.0,56.786,56.786,3.8619,663.214,360,0.55,54.0,1000
3161,720.0,56.766,56.766,3.8619,663.234,360,0.58,54.0,1000
3162,720.0,56.746,56.746,3.8619,663.254,360,0.61,54.0,1000
3163,720.0,56.726,56.726,3.8619,663.274,360,0.64,54.0,1000
3164,720.0,56.706,56.706,3.8619,663.294,360,0.67,54.0,1000
3165,720.0,56.686,56.686,3.8619,663.314,360,0.7,54.0,1000
3166,720.0,56.666,56.666,3.8619,663.334,360,0.73,54.0,1000
3167,720.0,56.646,56.646,3.8619,663.354,360,0.76,54.0,1000
3168,720.0,56.626,56.626,3.8619,663.374,360,0.79,54.0,1000
3169,720.0,56.606,56.606,3.8619,663.394,360,0.82,54.0,1000
3170,720.0,56.586,56.586,3.8619,663.414,360,0.85,54.0,1000
3171,720.0,56.566,56.566,3.8619,663.434,360,0.88,54.0,1000
3172,720.0,56.546,56.546,3.8619,663.454,360,0.91,54.0,1000
3173,720.0,56.526,56.526,3.8619,663.474,360,0.94,54.0,1000
3174,720.0,56.506,56.506,3.8619,663.494,360,0.97,54.0,1000
3175,720.0,56.486,56.486,3.8619,663.514,360,1.0,54.0,1000
3176,720.0,56.466,56.466,3.8619,663.534,360,1.03,54.0,1000
3177,720.0,56.446,56.446,3.8619,663.554,360,1.06,54.0,1000
3178,720.0,56.426,56.426,3.8619,663.574,360,1.09,54.0,1000
3179,720.0,56.406,56.406,3.8619,663.594,360,1.12,54.0,1000
3180,720.0,56.386,56.386,3.8619,663.614,360,1.15,54.0,1000
3181,720.0,56.366,56.366,3.8619,663.634,360,1.18,54.0,1000
3182,720.0,56.346,56.346,3.8619,663.654,360,1.21,54.0,1000
3183,720.0,56.326,56.326,3.8619,663.674,360,1.24,54.0,1000
3184,720.0,56.306,56.306,3.8619,663.694,360,1.27,54.0,1000
3185,720.0,56.286,56.286,3.8619,663.714,360,1.3,54.0,1000
3186,720.0,56.266,56.266,3.8619,663.734,360,1.33,54.0,1000
3187,720.0,56.246,56.246,3.8619,663.754,360,1.36,54.0,1000
3188,720.0,56.226,56.226,3.8619,663.774,360,1.39,54.0,1000
3189,720.0,56.206,56.206,3.8619,663.794,360,1.42,54.0,1000
3190,720.0,56.186,56.186,3.8619,663.814,360,1.45,54.0,1000
3191,720.0,56.166,56.166,3.8619,663.834,360,1.48,54.0,1000
3192,720.0,56.146,56.146,3.8619,663.854,360,1.51,54.0,1000
3193,720.0,56.126,56.126,3.8619,663.874,360,1.54,54.0,1000
3194,720.0,56.106,56.106,3.8619,663.894,360,1.57,54.0,1000
3195,720.0,56.086,56.086,3.8619,663.914,360,1.6,54.0,1000
3196,720.0,56.066,56.066,3.8619,663.934,360,1.63,54.0,1000
3197,720.0,56.046,56.046,3.8619,663.954,360,1.66,54.0,1000
3198,720.0,56.026,56.026,3.8619,663.974,360,1.69,54.0,1000
3199,720.0,56.006,56.006,3.8619,663.994,360,1.72,54.0,1000
3200,720.0,55.986,55.986,3.8619,664.014,360,1.75,54.0,1000
3201,720.0,55.966,55.966,3.8619,664.034,360,1.78,54.0,1000
3202,720.0,55.946,55.946,3.8619,664.054,360,1.81,54.0,1000
3203,720.0,55.926,55.926,3.8619,664.074,360,1.84,54.0,1000
3204,720.0,55.906,55.906,3.8619,664.094,360,1.87,54.0,1000
3205,720.0,55.886,55.886,3.8619,664.114,360,1.9,54.0,1000
3206,720.0,55.866,55.866,3.8619,664.134,360,1.93,54.0,1000
3207,720.0,55.846,55.846,3.8619,664.154,360,1.96,54.0,1000
3208,720.0,55.826,55.826,3.8619,664.174,360,1.99,54.0,1000
3209,720.0,55.806,55.806,3.8619,664.194,360,2.02,54.0,1000
3210,720.0,55.786,55.786,3.8619,664.214,360,2.05,54.0,1000
3211,720.0,55.766,55.766,3.8619,664.234,360,2.08,54.0,1000
3212,720.0,55.746,55.746,3.8619,664.254,360,2.11,54.0,1000
3213,720.0,55.726,55.726,3.8619,664.274,360,2.13,54.0,1000
3214,720.0,55.706,55.706,3.8619,664.294,360,2.16,54.0,1000
3215,720.0,55.686,55.686,3.8619,664.314,360,2.19,54.0,1000
3216,720.0,55.666,55.666,3.8619,664.334,360,2.22,54.0,1000
3217,720.0,55.646,55.646,3.8619,664.354,360,2.25,54.0,1000
3218,720.0,55.626,55.626,3.8619,664.374,360,2.28,54.0,1000
3219,720.0,55.606,55.606,3.8619,664.394,360,2.31,54.0,1000
3219,720.0,55.586,55.586,3.8619,664.414,360,2.34,54.0,1000
3221,720.0,55.566,55.566,3.8619,664.434,360,2.37,54.0,1000
3222,720.0,55.546,55.546,3.8619,664.454,360,2.4,54.0,1000
3223,720.0,55.526,55.526,3.8619,664.474,360,2.43,54.0,1000
3224,720.0,55.506,55.506,3.8619,664.494,360,2.46,54.0,1000
3225,720.0,55.486,55.486,3.8619,664.514,360,2.49,54.0,1000
3226,720.0,55.466,55.466,3.8619,664.534,360,2.52,54.0,1000
3227,720.0,55.446,55.446,3.8619,664.554,360,2.55,54.0,1000
3227,720.0,55.426,55.426,3.8619,664.574,360,2.58,54.0,1000
3229,720.0,55.406,55.406,3.8619,664.594,360,2.61,54.0,1000
3230,720.0,55.386,55.386,3.8619,664.614,360,2.64,54.0,1000
3231,720.0,55.366,55.366,3.8619,664.634,360,2.67,54.0,1000
3232,720.0,55.346,55.346,3.8619,664.654,360,2.7,54.0,1000
3233,720.0,55.326,55.326,3.8619,664.674,360,2.73,54.0,1000
3234,720.0,55.306,55.306,3.8619,664.694,360,2.76,54.0,1000
3235,720.0,55.286,55.286,3.8619,664.714,360,2.79,54.0,1000
3235,720.0,55.266,55.266,3.8619,664.734,360,2.82,54.0,1000
3237,720.0,55.246,55.246,3.8619,664.754,360,2.84,54.0,1000
3238,720.0,55.226,55.226,3.8619,664.774,360,2.87,54.0,1000
3239,720.0,55.206,55.206,3.8619,664.794,360,2.9,54.0,1000
3240,720.0,55.186,55.186,3.8619,664.814,360,2.93,54.0,1000
3241,720.0,55.166,55.166,3.8619,664.834,360,2.96,54.0,1000
3242,720.0,55.146,55.146,3.8619,664.854,360,2.99,54.0,1000
3243,720.0,55.126,55.126,3.8619,664.874,360,3.02,54.0,1000
3244,720.0,55.106,55.106,3.8619,664.894,360,3.05,54.0,1000
3245,720.0,55.086,55.086,3.8619,664.914,360,3.08,54.0,1000
3246,720.0,55.066,55.066,3.8619,664.934,360,3.11,54.0,1000
3247,720.0,55.046,55.046,3.8619,664.954,360,3.14,54.0,1000
3248,720.0,55.026,55.026,3.8619,664.974,360,3.17,54.0,1000
3249,720.0,55.006,55.006,3.8619,664.994,360,3.2,54.0,1000
3250,720.0,54.986,54.986,3.8619,665.014,360,3.23,54.0,1000
3251,720.0,54.966,54.966,3.8619,665.034,360,3.26,54.0,1000
3252,720.0,54.946,54.946,3.8619,665.054,360,3.29,54.0,1000
3253,720.0,54.926,54.926,3.8619,665.074,360,3.31,54.0,1000
3254,720.0,54.906,54.906,3.8619,665.094,360,3.34,54.0,1000
3255,720.0,54.886,54.886,3.8619,665.114,360,3.37,54.0,1000
3256,720.0,54.866,54.866,3.8619,665.134,360,3.4,54.0,1000
3257,720.0,54.846,54.846,3.8619,665.154,360,3.43,54.0,1000
3258,720.0,54.826,54.826,3.8619,665.174,360,3.46,54.0,1000
3259,720.0,54.806,54.806,3.8619,665.194,360,3.49,54.0,1000
3260,720.0,54.786,54.786,3.8619,665.214,360,3.52,54.0,1000
3261,720.0,54.766,54.766,3.8619,665.234,360,3.55,54.0,1000
3262,720.0,54.746,54.746,3.8619,665.254,360,3.58,54.0,1000
3263,720.0,54.726,54.726,3.8619,665.274,360,3.61,54.0,1000
3264,720.0,54.706,54.706,3.8619,665.294,360,3.64,54.0,1000
3265,720.0,54.686,54.686,3.8619,665.314,360,3.66,54.0,1000
3266,720.0,54.666,54.666,3.8619,665.334,360,3.69,54.0,1000
3267,720.0,54.646,54.646,3.8619,665.354,360,3.72,54.0,1000
3268,720.0,54.626,54.626,3.8619,665.374,360,3.75,54.0,1000
3269,720.0,54.606,54.606,3.8619,665.394,360,3.78,54.0,1000
3270,720.0,54.586,54.586,3.8619,665.414,360,3.81,54.0,1000
3271,720.0,54.566,54.566,3.8619,665.434,360,3.84,54.0,1000
3272,720.0,54.546,54.546,3.8619,665.454,360,3.87,54.0,1000
3273,720.0,54.526,54.526,3.8619,665.474,360,3.9,54.0,1000
3274,720.0,54.506,54.506,3.8619,665.494,360,3.93,54.0,1000
3275,720.0,54.486,54.486,3.8619,665.514,360,3.95,54.0,1000
3276,720.0,54.466,54.466,3.8619,665.534,360,3.98,54.0,1000
3277,720.0,54.446,54.446,3.8619,665.554,360,4.01,54.0,1000
3278,720.0,54.426,54.426,3.8619,665.574,360,4.04,54.0,1000
3279,720.0,54.406,54.406,3.8619,665.594,360,4.07,54.0,1000
3280,720.0,54.386,54.386,3.8619,665.614,360,4.1,54.0,1000
3281,720.0,54.366,54.366,3.8619,665.634,360,4.13,54.0,1000
3282,720.0,54.346,54.346,3.8619,665.654,360,4.16,54.0,1000
3283,720.0,54.326,54.326,3.8619,665.674,360,4.19,54.0,1000
3284,720.0,54.306,54.306,3.8619,665.694,360,4.21,54.0,1000
3285,720.0,54.286,54.286,3.8619,665.714,360,4.24,54.0,1000
3286,720.0,54.266,54.266,3.8619,665.734,360,4.27,54.0,1000
3287,720.0,54.246,54.246,3.8619,665.754,360,4.3,54.0,1000
3288,720.0,54.226,54.226,3.8619,665.774,360,4.33,54.0,1000
3289,720.0,54.206,54.206,3.8619,665.794,360,4.36,54.0,1000
3290,720.0,54.186,54.186,3.8619,665.814,360,4.39,54.0,1000
3291,720.0,54.166,54.166,3.8619,665.834,360,4.42,54.0,1000
3292,720.0,54.146,54.146,3.8619,665.854,360,4.44,54.0,1000
3293,720.0,54.126,54.126,3.8619,665.874,360,4.47,54.0,1000
3294,720.0,54.106,54.106,3.8619,665.894,360,4.5,54.0,1000
3295,720.0,54.086,54.086,3.8619,665.914,360,4.53,54.0,1000
3296,720.0,54.066,54.066,3.8619,665.934,360,4.56,54.0,1000
3297,720.0,54.046,54.046,3.8619,665.954,360,4.59,54.0,1000
3298,720.0,54.026,54.026,3.8619,665.974,360,4.62,54.0,1000
3299,720.0,54.006,54.006,3.8619,665.994,360,4.64,54.0,1000
3300,720.0,53.986,53.986,3.8619,666.014,360,4.67,54.0,1000
3301,720.0,53.966,53.966,3.8619,666.034,360,4.7,54.0,1000
3302,720.0,53.946,53.946,3.8619,666.054,360,4.73,54.0,1000
3303,720.0,53.926,53.926,3.8619,666.074,360,4.76,54.0,1000
3304,720.0,53.906,53.906,3.8619,666.094,360,4.79,54.0,1000
3305,720.0,53.886,53.886,3.8619,666.114,360,4.82,54.0,1000
3306,720.0,53.866,53.866,3.8619,666.134,360,4.84,54.0,1000
3307,720.0,53.846,53.846,3.8619,666.154,360,4.87,54.0,1000
3308,720.0,53.826,53.826,3.8619,666.174,360,4.9,54.0,1000
3309,720.0,53.806,53.806,3.8619,666.194,360,4.93,54.0,1000
3310,720.0,53.786,53.786,3.8619,666.214,360,4.96,54.0,1000
3311,720.0,53.766,53.766,3.8619,666.234,360,4.99,54.0,1000
3312,720.0,53.746,53.746,3.8619,666.254,360,5.01,54.0,1000
3313,720.0,53.726,53.726,3.8619,666.274,360,5.04,54.0,1000
3314,720.0,53.706,53.706,3.8619,666.294,360,5.07,54.0,1000
3315,720.0,53.686,53.686,3.8619,666.314,360,5.1,54.0,1000
3316,720.0,53.666,53.666,3.8619,666.334,360,5.13,54.0,1000
3317,720.0,53.646,53.646,3.8619,666.354,360,5.15,54.0,1000
3318,720.0,53.626,53.626,3.8619,666.374,360,5.18,54.0,1000
3319,720.0,53.606,53.606,3.8619,666.394,360,5.21,54.0,1000
3320,720.0,53.586,53.586,3.8619,666.414,360,5.24,54.0,1000
3321,720.0,53.566,53.566,3.8619,666.434,360,5.27,54.0,1000
3322,720.0,53.546,53.546,3.8619,666.454,360,5.3,54.0,1000
3323,720.0,53.526,53.526,3.8619,666.474,360,5.32,54.0,1000
3324,720.0,53.506,53.506,3.8619,666.494,360,5.35,54.0,1000
3325,720.0,53.486,53.486,3.8619,666.514,360,5.38,54.0,1000
3326,720.0,53.466,53.466,3.8619,666.534,360,5.41,54.0,1000
3327,720.0,53.446,53.446,3.8619,666.554,360,5.44,54.0,1000
3328,720.0,53.426,53.426,3.8619,666.574,360,5.46,54.0,1000
3329,720.0,53.406,53.406,3.8619,666.594,360,5.49,54.0,1000
3330,720.0,53.386,53.386,3.8619,666.614,360,5.52,54.0,1000
3331,720.0,53.366,53.366,3.8619,666.634,360,5.55,54.0,1000
3332,720.0,53.346,53.346,3.8619,666.654,360,5.58,54.0,1000
3333,720.0,53.326,53.326,3.8619,666.674,360,5.6,54.0,1000
3334,720.0,53.306,53.306,3.8619,666.694,360,5.63,54.0,1000
3335,720.0,53.286,53.286,3.8619,666.714,360,5.66,54.0,1000
3336,720.0,53.266,53.266,3.8619,666.734,360,5.69,54.0,1000
3337,720.0,53.246,53.246,3.8619,666.754,360,5.71,54.0,1000
3338,720.0,53.226,53.226,3.8619,666.774,360,5.74,54.0,1000
3339,720.0,53.206,53.206,3.8619,666.794,360,5.77,54.0,1000
3340,720.0,53.186,53.186,3.8619,666.814,360,5.8,54.0,1000
3341,720.0,53.166,53.166,3.8619,666.834,360,5.82,54.0,1000
3342,720.0,53.146,53.146,3.8619,666.854,360,5.85,54.0,1000
3343,720.0,53.126,53.126,3.8619,666.874,360,5.88,54.0,1000
3344,720.0,53.106,53.106,3.8619,666.894,360,5.91,54.0,1000
3344,720.0,53.086,53.086,3.8619,666.914,360,5.94,54.0,1000
3346,720.0,53.066,53.066,3.8619,666.934,360,5.96,54.0,1000
3347,720.0,53.046,53.046,3.8619,666.954,360,5.99,54.0,1000
3348,720.0,53.026,53.026,3.8619,666.974,360,6.02,54.0,1000
3349,720.0,53.006,53.006,3.8619,666.994,360,6.05,54.0,1000
3350,720.0,52.986,52.986,3.8619,667.014,360,6.07,54.0,1000
3351,720.0,52.966,52.966,3.8619,667.034,360,6.1,54.0,1000
